Measurement Name :,0724_Run1,,Generated On :,"24/07/2020, 19:39:20",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.07.20 19:35:18,24.9,223.95,221.46,217.74,221.77,219.9,202.15,222.08,227.4,218.97,219.9,218.04,223.95,221.77,208.52,219.9,214.96,218.35,223.02,214.96,214.03,223.95,223.95,223.33,211.58,,27.8,965,34,28.57,
24.07.20 19:35:33,25.15,223.02,220.84,218.04,221.46,219.28,201.54,222.08,227.4,219.9,220.21,218.04,223.33,220.84,207.91,219.9,214.65,218.04,222.7,213.42,213.42,223.02,224.26,223.33,210.97,,27.8,965,34,28.55,
24.07.20 19:35:48,25.4,222.39,221.15,218.04,221.15,218.97,201.84,222.39,226.77,219.9,219.59,218.04,223.64,221.46,207.91,219.9,214.34,218.04,222.7,213.42,214.34,223.64,224.26,223.64,210.66,,27.8,965,34,28.54,
24.07.20 19:36:03,25.65,222.39,221.46,217.74,221.46,219.9,202.15,222.7,226.77,219.9,220.21,218.35,223.33,221.46,208.22,219.9,214.03,218.35,222.7,212.8,214.65,223.95,223.95,223.64,211.27,,27.8,965,34,28.54,
24.07.20 19:36:18,25.9,221.77,220.53,217.12,221.15,219.59,201.24,221.46,224.58,219.9,219.9,217.12,223.95,221.15,206.39,219.9,213.42,217.12,222.39,212.19,214.34,223.64,223.64,223.02,210.66,,27.8,965,34,28.54,
24.07.20 19:36:33,26.15,221.46,220.53,216.5,221.15,219.9,200.04,222.08,224.89,219.9,220.21,218.35,223.02,221.15,207,220.21,213.73,217.12,222.7,213.11,214.65,223.02,223.02,223.33,210.97,,27.8,965,34,28.53,
24.07.20 19:36:49,26.42,221.46,221.15,216.19,221.77,219.28,200.64,222.7,224.89,219.9,219.9,217.74,223.64,221.46,206.09,219.9,212.5,217.74,223.02,212.8,214.65,223.33,223.33,223.33,210.66,,27.8,965,34,28.51,
24.07.20 19:37:04,26.67,221.15,220.84,216.19,221.46,219.28,200.34,221.46,223.95,219.28,219.59,217.74,222.7,221.15,205.48,219.59,212.5,216.81,222.7,211.27,214.03,223.02,222.7,223.95,210.66,,27.8,965,34,28.51,
24.07.20 19:37:19,26.92,221.77,220.84,216.19,221.77,219.28,201.24,222.08,224.26,219.28,219.59,218.04,223.64,221.46,206.09,219.9,212.5,217.12,223.02,211.58,214.96,223.02,222.7,223.64,211.27,,27.8,965,34,28.5,
24.07.20 19:37:34,27.17,221.46,221.15,215.88,221.46,218.97,200.94,221.77,223.33,219.28,219.9,217.74,222.39,221.15,205.78,219.28,212.19,216.19,222.7,210.66,214.65,223.33,222.08,223.64,211.27,,27.8,965,34,28.5,
24.07.20 19:37:49,27.42,221.46,220.84,214.96,222.08,218.66,200.94,222.08,223.33,219.28,219.59,217.74,222.39,220.84,205.17,218.97,212.19,215.88,222.7,210.66,214.96,223.33,222.39,223.64,210.35,,27.8,965,34,28.47,
24.07.20 19:38:04,27.67,220.84,220.53,215.57,221.46,219.28,200.94,222.08,222.7,219.59,220.53,217.74,223.02,220.84,204.57,219.28,212.5,215.88,223.02,210.97,214.65,223.02,221.77,223.02,210.97,,27.8,965,34,28.47,
24.07.20 19:38:19,27.92,221.15,220.84,214.65,221.46,218.97,199.73,222.08,222.08,220.21,219.59,217.74,223.02,221.15,203.96,219.9,211.88,214.65,223.02,210.66,214.65,223.02,221.46,223.33,209.74,,27.8,965,34,28.46,
24.07.20 19:38:34,28.17,220.53,220.21,214.34,221.77,218.04,200.04,221.77,221.15,218.97,219.59,217.12,223.02,220.84,204.26,219.28,210.97,214.96,222.7,209.44,214.34,222.7,221.15,222.7,210.05,,27.8,965,34,28.46,
24.07.20 19:38:49,28.42,220.84,219.9,214.34,221.15,217.43,199.73,221.77,220.53,218.66,219.59,216.5,223.02,220.84,204.26,219.28,210.66,214.96,223.02,209.74,214.65,222.7,221.15,222.08,209.44,,27.8,965,34,28.44,
