"","moduleColor","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"46","6","GO:0043087",0.00223831930592292,0.99984839525192,4,8,"regulation of GTPase activity","BP"
"47","6","GO:0006376",0.00348137392268936,1,2,2,"mRNA splice site selection","BP"
"48","6","unknown",0.00384119332663862,0.998045432217125,27,517,NA,NA
"49","6","GO:0003774",0.00390934582127349,0.999343953727238,6,20,"motor activity","MF"
"50","6","GO:0016459",0.00390934582127349,0.999343953727238,6,20,"myosin complex","CC"
"51","7","GO:0003677",9.25586287911907e-21,1,54,334,"DNA binding","MF"
"52","7","GO:0006334",3.67148359972904e-19,1,24,38,"nucleosome assembly","BP"
"53","7","GO:0000786",4.47179589664403e-18,1,24,42,"nucleosome","CC"
"54","7","GO:0000981",2.91965626928628e-08,0.999999996113719,16,62,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"55","7","GO:0006355",3.10856552845421e-05,0.999989786981741,23,229,"regulation of transcription, DNA-templated","BP"
"56","7","GO:0015377",0.000288583316128134,1,2,2,"cation:chloride symporter activity","MF"
"57","7","GO:0004587",0.000330417943642221,1,2,2,"ornithine-oxo-acid transaminase activity","MF"
"58","7","GO:0003676",0.000954724731370883,0.999620288796249,20,356,"nucleic acid binding","MF"
"59","7","GO:0004683",0.00191460640866143,0.999983524721724,2,3,"calmodulin-dependent protein kinase activity","MF"
"60","7","GO:0055085",0.00392741483321936,0.99872091248207,11,215,"transmembrane transport","BP"
"61","8","GO:0000786",3.03979844792531e-07,0.999999986389626,7,42,"nucleosome","CC"
"62","8","GO:0003677",2.2128015142955e-06,0.99999964609405,13,334,"DNA binding","MF"
"63","8","GO:0003729",2.7698366219882e-05,0.999999705222564,3,10,"mRNA binding","MF"
"64","8","GO:0005849",7.52195717048298e-05,1,2,2,"mRNA cleavage factor complex","CC"
"65","8","GO:0006378",7.52195717048298e-05,1,2,2,"mRNA polyadenylation","BP"
"66","8","GO:0006352",0.000125244548614453,0.999997714575818,3,11,"DNA-templated transcription, initiation","BP"
"67","8","GO:0005765",0.000252985583181943,0.999999231337223,2,3,"lysosomal membrane","CC"
"68","8","GO:0006334",0.000783448651807139,0.999943504017956,4,38,"nucleosome assembly","BP"
"69","8","GO:0006351",0.000811982973552212,0.999967704624505,3,27,"transcription, DNA-templated","BP"
"70","8","GO:0046855",0.000832718497628475,0.999992422081619,2,5,"inositol phosphate dephosphorylation","BP"
"71","9","GO:0004252",1.6429003944759e-09,0.999999999954017,8,55,"serine-type endopeptidase activity","MF"
"72","9","GO:0006508",3.70213023021036e-07,0.999999965330158,10,204,"proteolysis","BP"
"73","9","GO:0055114",0.00012226437699301,0.999977182006887,10,365,"oxidation-reduction process","BP"
"74","9","GO:0016715",0.000589750676100218,0.999994832765253,2,7,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF"
"75","9","GO:0008218",0.000963839441278309,0.999989744354123,2,6,"bioluminescence","BP"
"76","9","GO:0016705",0.00381976423045178,0.999730436430918,3,46,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"77","9","GO:0016702",0.00411433455669445,0.999886781724458,2,16,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"78","9","GO:0005507",0.00646384060558798,0.999770786863589,2,20,"copper ion binding","MF"
"79","9","GO:0005506",0.00802472015352797,0.99925210537229,3,62,"iron ion binding","MF"
"80","9","GO:0003904",0.00806027468234423,1,1,1,"deoxyribodipyrimidine photo-lyase activity","MF"
