"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0030130",0.0315011853759525,1,3,3,"clathrin coat of trans-Golgi network vesicle","CC"
"GO:0030132",0.0315011853759525,1,3,3,"clathrin coat of coated pit","CC"
"GO:0005777",0.0354017352740202,0.993432506274613,6,9,"peroxisome","CC"
"GO:0001534",0.0370716940616441,1,3,3,"radial spoke","CC"
"GO:0005853",0.0380347296285162,1,3,3,"eukaryotic translation elongation factor 1 complex","CC"
"GO:0031417",0.0388516398918995,1,3,3,"NatC complex","CC"
"GO:0034998",0.0406016585731153,1,3,3,"oligosaccharyltransferase I complex","CC"
"GO:0008290",0.0451152437817372,1,3,3,"F-actin capping protein complex","CC"
"GO:0016020",0.0477130903289142,0.961985241678233,145,399,"membrane","CC"
"GO:0003735",4.17124284494073e-33,1,111,128,"structural constituent of ribosome","MF"
"GO:0008569",2.03102022436961e-09,0.999999999930129,18,20,"ATP-dependent microtubule motor activity, minus-end-directed","MF"
"GO:0003743",2.70775380410869e-06,0.999999608218366,22,29,"translation initiation factor activity","MF"
"GO:0004298",4.65183188091838e-06,1,12,12,"threonine-type endopeptidase activity","MF"
"GO:0003755",1.91506808609634e-05,0.999995771999691,25,37,"peptidyl-prolyl cis-trans isomerase activity","MF"
"GO:0051082",0.000187788214693292,0.999954957924675,21,32,"unfolded protein binding","MF"
"GO:0046933",0.000697759386222868,1,7,7,"proton-transporting ATP synthase activity, rotational mechanism","MF"
"GO:0015078",0.000825344593273142,0.999899385668892,11,14,"proton transmembrane transporter activity","MF"
"GO:0005230",0.000944168719195826,0.999882567499773,11,14,"extracellular ligand-gated ion channel activity","MF"
"GO:0005198",0.000987187857540655,0.999911808724307,9,11,"structural molecule activity","MF"
"GO:0005509",0.00126986788493674,0.999144127694396,127,320,"calcium ion binding","MF"
"GO:0000287",0.00309679992940751,0.998974434638301,19,34,"magnesium ion binding","MF"
"GO:0031418",0.00358890319508339,0.999398920914953,10,14,"L-ascorbic acid binding","MF"
"GO:0004129",0.00623488373166215,0.999264868445443,8,10,"cytochrome-c oxidase activity","MF"
"GO:0030234",0.00714067591043042,1,4,4,"enzyme regulator activity","MF"
"GO:0000049",0.007576021099759,0.998859465095999,8,11,"tRNA binding","MF"
"GO:0003756",0.0085031879050101,0.999402015417409,6,7,"protein disulfide isomerase activity","MF"
"GO:0019205",0.00968532842294074,1,4,4,"nucleobase-containing compound kinase activity","MF"
"GO:0008137",0.0133206277909411,0.997308392355946,9,13,"NADH dehydrogenase (ubiquinone) activity","MF"
"GO:0030151",0.0135459494022671,1,4,4,"molybdenum ion binding","MF"
"GO:0030170",0.0158797809672861,0.993346092728374,19,38,"pyridoxal phosphate binding","MF"
"GO:0019843",0.0164126400982206,1,4,4,"rRNA binding","MF"
"GO:0004017",0.0207077612119718,0.99833462449461,5,6,"adenylate kinase activity","MF"
"GO:0003746",0.0238416403756738,0.996694351066052,6,8,"translation elongation factor activity","MF"
"GO:0003918",0.0284790009714417,1,3,3,"DNA topoisomerase type II (ATP-hydrolyzing) activity","MF"
"GO:0003997",0.029767778413831,1,3,3,"acyl-CoA oxidase activity","MF"
"GO:0016742",0.0309753372281318,1,3,3,"hydroxymethyl-, formyl- and related transferase activity","MF"
"GO:0030060",0.0309920436353698,1,3,3,"L-malate dehydrogenase activity","MF"
"GO:0005047",0.0350006969482833,1,3,3,"signal recognition particle binding","MF"
"GO:0016779",0.0357275649077844,0.994979146696065,5,7,"nucleotidyltransferase activity","MF"
"GO:0031369",0.036033368774154,1,3,3,"translation initiation factor binding","MF"
"GO:0004656",0.0375755080299852,1,3,3,"procollagen-proline 4-dioxygenase activity","MF"
"GO:0005200",0.0397580373273566,0.987443735036479,10,17,"structural constituent of cytoskeleton","MF"
"GO:0004721",0.0410681964108957,0.992061653682501,6,9,"phosphoprotein phosphatase activity","MF"
"GO:0004747",0.0420190974149078,1,3,3,"ribokinase activity","MF"
"GO:0008201",0.0434637908353364,1,3,3,"heparin binding","MF"
"GO:0004743",0.0441963777138572,1,3,3,"pyruvate kinase activity","MF"
"GO:0030955",0.0441963777138572,1,3,3,"potassium ion binding","MF"
"GO:0004806",0.0462167981411391,0.99076407938049,6,9,"triglyceride lipase activity","MF"
"GO:0008121",0.0481017353122368,1,3,3,"ubiquinol-cytochrome-c reductase activity","MF"
"GO:0004602",0.0481039433067838,1,3,3,"glutathione peroxidase activity","MF"
"GO:0043015",0.0493252010043233,0.99087628946216,5,8,"gamma-tubulin binding","MF"
"GO:0051920",0.049478570789575,0.995351227888885,4,5,"peroxiredoxin activity","MF"
"GO:0140326",0.0193934660858334,0.998697337837302,4,5,NA,NA
