"","moduleColor","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"45","1","GO:0032012",0.0265506173380282,0.997693948575709,5,6,"regulation of ARF protein signal transduction","BP"
"46","1","GO:0016757",0.0311139121596542,0.992276017983742,8,13,"transferase activity, transferring glycosyl groups","MF"
"47","1","GO:0007059",0.033242335617299,0.997303889363012,4,5,"chromosome segregation","BP"
"48","1","GO:0019829",0.0348712206397058,0.997122440290866,4,5,"cation-transporting ATPase activity","MF"
"49","1","GO:0070531",0.0350052838503281,1,3,3,"BRCA1-A complex","CC"
"50","1","GO:0070552",0.0350052838503281,1,3,3,"BRISC complex","CC"
"51","1","GO:0016570",0.0357538514827544,1,3,3,"histone modification","BP"
"52","1","GO:0016593",0.0357538514827544,1,3,3,"Cdc73/Paf1 complex","CC"
"53","1","GO:0005643",0.0370641603735445,0.993036902159782,6,9,"nuclear pore","CC"
"54","1","GO:0003677",0.0371286485579669,0.971393585303511,121,334,"DNA binding","MF"
"55","1","GO:0003917",0.0378238045025878,1,3,3,"DNA topoisomerase type I activity","MF"
"56","1","GO:0000012",0.0390389286712224,1,3,3,"single strand break repair","BP"
"57","1","GO:0032040",0.0394844820237375,0.994275298847269,5,7,"small-subunit processome","CC"
"58","1","GO:0046907",0.0416241766658283,0.996334858795444,4,5,"intracellular transport","BP"
"59","1","GO:0000077",0.042708808059852,0.993652347650269,5,7,"DNA damage checkpoint","BP"
"60","1","GO:0004519",0.0430344604921836,0.993588492011556,5,7,"endonuclease activity","MF"
"61","1","GO:0008023",0.0440972453361461,1,3,3,"transcription elongation factor complex","CC"
"62","1","GO:0043169",0.0447090142583618,0.993257470864292,5,7,"cation binding","MF"
"63","1","GO:0051301",0.0448837930280509,0.995935196022278,4,5,"cell division","BP"
"64","1","GO:0016791",0.0477261721563709,0.984425614297114,9,17,"phosphatase activity","MF"
"65","1","GO:0043044",0.0483123467618888,1,3,3,"ATP-dependent chromatin remodeling","BP"
"66","1","GO:0008053",0.0485901080630604,1,3,3,"mitochondrial fusion","BP"
"67","2","GO:0003735",4.39772764123501e-43,1,109,128,"structural constituent of ribosome","MF"
"68","2","GO:0006412",2.28324599804593e-40,1,101,118,"translation","BP"
"69","2","GO:0005840",1.89017673615237e-34,1,84,97,"ribosome","CC"
"70","2","GO:0006457",1.52405901082086e-08,0.999999997295157,32,48,"protein folding","BP"
"71","2","GO:0015986",4.07471155819122e-08,0.999999999069429,15,16,"ATP synthesis coupled proton transport","BP"
"72","2","GO:0015935",1.26438120763013e-07,0.999999996955452,14,15,"small ribosomal subunit","CC"
"73","2","GO:0004298",1.5199810637904e-07,1,12,12,"threonine-type endopeptidase activity","MF"
"74","2","GO:0030286",2.39489301746389e-07,0.999999980915828,18,22,"dynein complex","CC"
"75","2","GO:0003743",8.40034848559465e-07,0.999999884957195,21,29,"translation initiation factor activity","MF"
"76","2","GO:0005737",1.47098363111483e-06,0.999999366171403,68,148,"cytoplasm","CC"
"77","2","GO:0008569",2.11522879996968e-06,0.999999811580775,16,20,"ATP-dependent microtubule motor activity, minus-end-directed","MF"
"78","2","GO:0051082",6.47776495696904e-06,0.999998825657612,21,32,"unfolded protein binding","MF"
"79","2","GO:0005783",1.27185986237062e-05,0.999998181693277,17,24,"endoplasmic reticulum","CC"
"80","2","GO:0005885",2.6341792439034e-05,1,8,8,"Arp2/3 protein complex","CC"
"81","2","GO:0034314",2.6341792439034e-05,1,8,8,"Arp2/3 complex-mediated actin nucleation","BP"
"82","2","GO:0005839",3.449433708666e-05,1,8,8,"proteasome core complex","CC"
"83","2","GO:0019773",3.60764673792725e-05,1,8,8,"proteasome core complex, alpha-subunit complex","CC"
"84","2","GO:0003755",4.45780994158355e-05,0.999989369684817,22,37,"peptidyl-prolyl cis-trans isomerase activity","MF"
"85","2","GO:0006413",4.5462078354316e-05,0.999995145471622,13,17,"translational initiation","BP"
"86","2","GO:0001510",8.12845138302161e-05,0.99999694911438,9,10,"RNA methylation","BP"
"87","2","GO:0005743",9.25237310216558e-05,0.999989788508518,12,16,"mitochondrial inner membrane","CC"
"88","2","GO:0015078",9.48869143468718e-05,0.999991451211198,11,14,"proton transmembrane transporter activity","MF"
"89","2","GO:0016192",0.000111235107688001,0.999966223295839,26,48,"vesicle-mediated transport","BP"
"90","2","GO:0046933",0.000129861706236374,1,7,7,"proton-transporting ATP synthase activity, rotational mechanism","MF"
"91","2","GO:0006486",0.000225890085817891,0.999936758153549,21,39,"protein glycosylation","BP"
"92","2","GO:0006096",0.000229318159075491,0.999990689574202,8,9,"glycolytic process","BP"
"93","2","GO:0051603",0.000237077357330927,0.99999031901283,8,9,"proteolysis involved in cellular protein catabolic process","BP"
"94","2","GO:1902600",0.000296653505523031,0.999963979537183,11,15,"proton transmembrane transport","BP"
"95","2","GO:0000287",0.000601558235999753,0.999831475469152,19,34,"magnesium ion binding","MF"
"96","2","GO:0000276",0.000624452215614288,0.999972563638275,7,8,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC"
"97","2","GO:0004129",0.000758752940024893,0.999940149809812,8,10,"cytochrome-c oxidase activity","MF"
"98","2","GO:0030117",0.000799475992521108,0.999963122786465,7,8,"membrane coat","CC"
"99","2","GO:0030163",0.000827677795523862,0.999961558354153,7,8,"protein catabolic process","BP"
"100","2","GO:0006414",0.000876418374834994,0.999929066592316,8,10,"translational elongation","BP"
"101","2","GO:0031418",0.000916831739196077,0.999876539894231,10,14,"L-ascorbic acid binding","MF"
"102","2","GO:0005852",0.000941275633161086,0.999872737587939,10,14,"eukaryotic translation initiation factor 3 complex","CC"
"103","2","GO:0009058",0.00103661967479063,0.999731395147911,16,28,"biosynthetic process","BP"
"104","2","GO:0008137",0.00137832481773558,0.999814711838969,9,13,"NADH dehydrogenase (ubiquinone) activity","MF"
"105","2","GO:0006465",0.00147230673180288,1,5,5,"signal peptide processing","BP"
"106","2","GO:0008250",0.00154881394342964,1,5,5,"oligosaccharyltransferase complex","CC"
"107","2","GO:0045261",0.00167897449520351,1,5,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC"
"108","2","GO:0006886",0.00168876189948297,0.999288713205206,29,63,"intracellular protein transport","BP"
"109","2","GO:0016272",0.00172993129158208,0.999855453896432,7,9,"prefoldin complex","CC"
"110","2","GO:0000049",0.00213719268320193,0.999748063002637,8,11,"tRNA binding","MF"
"111","2","GO:0005681",0.00223569585579413,0.999734249481762,8,11,"spliceosomal complex","CC"
"112","2","GO:0006614",0.00238295753185885,0.999787552163789,7,9,"SRP-dependent cotranslational protein targeting to membrane","BP"
"113","2","GO:0005198",0.0025192957140011,0.999693824817657,8,11,"structural molecule activity","MF"
"114","2","GO:0000398",0.00272038533314759,0.999273314996581,14,25,"mRNA splicing, via spliceosome","BP"
"115","2","GO:0003723",0.00430752979972008,0.997368610343996,63,170,"RNA binding","MF"
"116","2","GO:0043161",0.00458222447733044,1,4,4,"proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"117","2","GO:0005747",0.00535226871363223,1,4,4,"mitochondrial respiratory chain complex I","CC"
"118","2","GO:0022625",0.00542465896379791,1,4,4,"cytosolic large ribosomal subunit","CC"
"119","2","GO:0005787",0.00547343302967938,1,4,4,"signal peptidase complex","CC"
"120","2","GO:0005740",0.00563896143340925,1,4,4,"mitochondrial envelope","CC"
"121","2","GO:0033179",0.00573999433259045,1,4,4,"proton-transporting V-type ATPase, V0 domain","CC"
"122","2","GO:0015934",0.00597147137731422,0.999416251586585,6,8,"large ribosomal subunit","CC"
"123","2","GO:0030151",0.00603521152167728,1,4,4,"molybdenum ion binding","MF"
"124","2","GO:0019205",0.00623558721851139,1,4,4,"nucleobase-containing compound kinase activity","MF"
"125","2","GO:0030234",0.00623560586993222,1,4,4,"enzyme regulator activity","MF"
"126","2","GO:0042176",0.00623560586993222,1,4,4,"regulation of protein catabolic process","BP"
"127","2","GO:0006367",0.00627948252714856,0.999159726761904,7,10,"transcription initiation from RNA polymerase II promoter","BP"
"128","2","GO:0004017",0.00696590260505758,0.999591085983235,5,6,"adenylate kinase activity","MF"
"129","2","GO:0003746",0.00724168388047295,0.999258694233645,6,8,"translation elongation factor activity","MF"
"130","2","GO:0016021",0.00745834844947899,0.994252824495672,184,578,"integral component of membrane","CC"
"131","2","GO:0005815",0.00798593915373668,0.999513155151845,5,6,"microtubule organizing center","CC"
"132","2","GO:0030170",0.00819760084236663,0.996850024121874,18,38,"pyridoxal phosphate binding","MF"
"133","2","GO:0000413",0.00880418439752084,0.998098757867554,9,15,"protein peptidyl-prolyl isomerization","BP"
"134","2","GO:0005739",0.00991364040942073,0.996329567251109,16,34,"mitochondrion","CC"
"135","2","GO:0005829",0.0117244654497168,0.997634689971784,8,13,"cytosol","CC"
"136","2","GO:0005525",0.0141841399868986,0.99061938530118,65,186,"GTP binding","MF"
"137","2","GO:0000387",0.0149754518477925,0.997780786844356,6,9,"spliceosomal snRNP assembly","BP"
"138","2","GO:0051537",0.0164138712844791,0.997511092712988,6,9,"2 iron, 2 sulfur cluster binding","MF"
"139","2","GO:0006260",0.0166081023734068,0.99312199074441,17,38,"DNA replication","BP"
"140","2","GO:0004602",0.0174608817911207,1,3,3,"glutathione peroxidase activity","MF"
"141","2","GO:0008121",0.0175361984787891,1,3,3,"ubiquinol-cytochrome-c reductase activity","MF"
"142","2","GO:0034998",0.01788677439489,1,3,3,"oligosaccharyltransferase I complex","CC"
"143","2","GO:0004721",0.0179591032772916,0.997214146071589,6,9,"phosphoprotein phosphatase activity","MF"
"144","2","GO:0005777",0.0180767898139016,0.997191234845662,6,9,"peroxisome","CC"
"145","2","GO:0042773",0.0196648453589901,1,3,3,"ATP synthesis coupled electron transport","BP"
"146","2","GO:0000278",0.0197169475000068,0.997681564516603,5,7,"mitotic cell cycle","BP"
"147","2","GO:0008201",0.0201882415027505,1,3,3,"heparin binding","MF"
"148","2","GO:0016779",0.0207051472037975,0.997530481912925,5,7,"nucleotidyltransferase activity","MF"
"149","2","GO:0031417",0.0217488557918852,1,3,3,"NatC complex","CC"
"150","2","GO:0003918",0.0218940776636353,1,3,3,"DNA topoisomerase type II (ATP-hydrolyzing) activity","MF"
"151","2","GO:0034453",0.0219745424518392,1,3,3,"microtubule anchoring","BP"
"152","2","GO:0005853",0.0219964203687093,1,3,3,"eukaryotic translation elongation factor 1 complex","CC"
"153","2","GO:0008290",0.0220296125946467,1,3,3,"F-actin capping protein complex","CC"
"154","2","GO:0051016",0.0220296125946467,1,3,3,"barbed-end actin filament capping","BP"
"155","2","GO:0000956",0.0221059991190782,0.998447201173713,4,5,"nuclear-transcribed mRNA catabolic process","BP"
"156","2","GO:0007017",0.0221349687401122,0.993823466186885,9,17,"microtubule-based process","BP"
"157","2","GO:0004747",0.0221760679005011,1,3,3,"ribokinase activity","MF"
"158","2","GO:0006014",0.0221760679005011,1,3,3,"D-ribose metabolic process","BP"
"159","2","GO:0004656",0.0221946879373653,1,3,3,"procollagen-proline 4-dioxygenase activity","MF"
"160","2","GO:0004743",0.0221971593909058,1,3,3,"pyruvate kinase activity","MF"
"161","2","GO:0030955",0.0221971593909058,1,3,3,"potassium ion binding","MF"
"162","2","GO:0030130",0.0221971593909461,1,3,3,"clathrin coat of trans-Golgi network vesicle","CC"
"163","2","GO:0030132",0.0221971593909461,1,3,3,"clathrin coat of coated pit","CC"
"164","2","GO:0005047",0.0221971593909462,1,3,3,"signal recognition particle binding","MF"
"165","2","GO:0006857",0.0221971593909462,1,3,3,"oligopeptide transport","BP"
"166","2","GO:0016742",0.0221971593909462,1,3,3,"hydroxymethyl-, formyl- and related transferase activity","MF"
"167","2","GO:0006108",0.0221971593909462,1,3,3,"malate metabolic process","BP"
"168","2","GO:0030060",0.0221971593909462,1,3,3,"L-malate dehydrogenase activity","MF"
"169","2","GO:0031369",0.0221971593909663,1,3,3,"translation initiation factor binding","MF"
"170","2","GO:0003997",0.0221971593909865,1,3,3,"acyl-CoA oxidase activity","MF"
"171","2","GO:0030173",0.0221971593909865,1,3,3,"integral component of Golgi membrane","CC"
"172","2","GO:0006891",0.0221971593909865,1,3,3,"intra-Golgi vesicle-mediated transport","BP"
"173","2","GO:0005200",0.0225563754115644,0.993682722750631,9,17,"structural constituent of cytoskeleton","MF"
"174","2","GO:0051920",0.0236340955481788,0.998301046673581,4,5,"peroxiredoxin activity","MF"
"175","2","GO:0000502",0.0241727172547241,0.998248671645952,4,5,"proteasome complex","CC"
"176","2","GO:0140326",0.0241727172547461,0.99824867164595,4,5,NA,NA
"177","2","GO:0005730",0.0252129923236423,0.994407185252731,7,12,"nucleolus","CC"
"178","2","GO:0046982",0.0271804725168749,0.988624575807337,15,34,"protein heterodimerization activity","MF"
"179","2","GO:0003824",0.0286539096328884,0.983253478132279,33,89,"catalytic activity","MF"
"180","2","GO:0042254",0.0313290537757982,0.991408034867646,8,15,"ribosome biogenesis","BP"
"181","2","GO:0006487",0.031480989267061,0.993698286838774,6,10,"protein N-linked glycosylation","BP"
"182","2","GO:0006812",0.0320896910225746,0.993543911106101,6,10,"cation transport","BP"
"183","2","GO:0007010",0.0340514387490282,0.993040662851958,6,10,"cytoskeleton organization","BP"
"184","2","GO:0000139",0.0411777514461936,0.989166218477033,7,13,"Golgi membrane","CC"
"185","2","GO:0015914",0.0415295917534526,0.992717223656471,5,8,"phospholipid transport","BP"
"186","2","GO:0043015",0.0444372028288109,0.992043492900813,5,8,"gamma-tubulin binding","MF"
"187","3","GO:0055114",6.01146842286971e-12,1,153,365,"oxidation-reduction process","BP"
"188","3","GO:0005576",2.08379259602684e-08,0.999999995036566,40,67,"extracellular region","CC"
"189","3","GO:0005201",1.06975668088801e-06,0.999999906792459,17,21,"extracellular matrix structural constituent","MF"
"190","3","GO:0006508",4.66710405625214e-06,0.999997977749978,83,204,"proteolysis","BP"
"191","3","GO:0020037",5.15821941970784e-06,0.999998287407293,39,77,"heme binding","MF"
"192","3","unknown",2.29433285163941e-05,0.999985352293031,171,517,NA,NA
"193","3","GO:0005506",4.89019873037374e-05,0.999983800268949,31,62,"iron ion binding","MF"
"194","3","GO:0022857",9.56988009076959e-05,0.999962391746678,37,82,"transmembrane transporter activity","MF"
"195","3","GO:0016829",0.000113573965699365,0.999995907875259,8,9,"lyase activity","MF"
"196","3","GO:0008234",0.000119058582589723,0.999976735505734,16,26,"cysteine-type peptidase activity","MF"
"197","3","GO:0005975",0.000156558290831742,0.999939589871916,34,74,"carbohydrate metabolic process","BP"
"198","3","GO:0055085",0.000227396920456539,0.9998703741123,80,215,"transmembrane transport","BP"
"199","3","GO:0016491",0.000317196010387335,0.999844220990102,50,125,"oxidoreductase activity","MF"
"200","3","GO:0016705",0.00032927604692468,0.999895536596031,23,46,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"201","3","GO:0004623",0.000395558374445516,0.999984088146851,7,8,"phospholipase A2 activity","MF"
"202","3","GO:0050482",0.000395558374445516,0.999984088146851,7,8,"arachidonic acid secretion","BP"
"203","3","GO:0005044",0.000458713478771235,0.999910416614377,14,22,"scavenger receptor activity","MF"
"204","3","GO:0030246",0.000475543410864335,0.999886754973308,16,28,"carbohydrate binding","MF"
"205","3","GO:0004553",0.000550169293178427,0.999894526527367,13,21,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"206","3","GO:0043565",0.000876928631453295,0.999672993103072,25,55,"sequence-specific DNA binding","MF"
"207","3","GO:0016020",0.000973368743102181,0.999333431478974,133,399,"membrane","CC"
"208","3","GO:0006099",0.00106548088669901,0.999838719439806,10,15,"tricarboxylic acid cycle","BP"
"209","3","GO:0005509",0.00125360144727301,0.999167540694288,111,320,"calcium ion binding","MF"
"210","3","GO:0005615",0.00139722532721059,0.999835222366415,9,12,"extracellular space","CC"
"211","3","GO:0006644",0.00139914128506799,0.999887934530165,7,9,"phospholipid metabolic process","BP"
"212","3","GO:0048038",0.00146274646450783,0.999881803680778,7,9,"quinone binding","MF"
"213","3","GO:0003857",0.00151585753205212,1,5,5,"3-hydroxyacyl-CoA dehydrogenase activity","MF"
"214","3","GO:0007275",0.0017421287410726,0.999525347716417,15,28,"multicellular organism development","BP"
"215","3","GO:0007219",0.00174897066285484,0.999915745854393,6,7,"Notch signaling pathway","BP"
"216","3","GO:0003700",0.00175541756993171,0.999149812500391,37,93,"DNA-binding transcription factor activity","MF"
"217","3","GO:0007169",0.00213165431411738,0.999814231857659,7,9,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"218","3","GO:0042981",0.0023226672261218,0.99894265225607,31,74,"regulation of apoptotic process","BP"
"219","3","GO:0007186",0.00394739745470355,0.997819374399959,45,121,"G protein-coupled receptor signaling pathway","BP"
"220","3","GO:0008171",0.00411083290060148,1,4,4,"O-methyltransferase activity","MF"
"221","3","GO:0006564",0.00415623837875735,1,4,4,"L-serine biosynthetic process","BP"
"222","3","GO:0006004",0.00428993589953482,1,4,4,"fucose metabolic process","BP"
"223","3","GO:0006631",0.00503426527902908,0.999729432654608,5,6,"fatty acid metabolic process","BP"
"224","3","GO:0004559",0.00533360094552095,1,4,4,"alpha-mannosidase activity","MF"
"225","3","GO:0006013",0.00533360094552095,1,4,4,"mannose metabolic process","BP"
"226","3","GO:0051287",0.00650884434157252,0.998463498391898,10,18,"NAD binding","MF"
"227","3","GO:0005164",0.00719389855888326,0.999573953365944,5,6,"tumor necrosis factor receptor binding","MF"
"228","3","GO:0006955",0.00719389855888326,0.999573953365944,5,6,"immune response","BP"
"229","3","GO:0050660",0.0074196833028489,0.997134999349042,18,40,"flavin adenine dinucleotide binding","MF"
"230","3","GO:0042626",0.00758201412961185,0.996988153803671,19,42,"ATPase activity, coupled to transmembrane movement of substances","MF"
"231","3","GO:0050661",0.00966776260243128,0.997773601220901,9,16,"NADP binding","MF"
"232","3","GO:0004497",0.0107703691184823,0.998528150445112,6,9,"monooxygenase activity","MF"
"233","3","GO:0004866",0.0112157646387092,0.998721844216182,6,8,"endopeptidase inhibitor activity","MF"
"234","3","GO:0004096",0.0132704297853599,0.996094664330293,11,21,"catalase activity","MF"
"235","3","GO:0004930",0.0140125463977401,0.991804463290767,40,112,"G protein-coupled receptor activity","MF"
"236","3","GO:0004713",0.0150411460739683,0.994512231166702,14,30,"protein tyrosine kinase activity","MF"
"237","3","GO:0016042",0.0159685736461269,1,3,3,"lipid catabolic process","BP"
"238","3","GO:0071705",0.0159713700779054,1,3,3,"nitrogen compound transport","BP"
"239","3","GO:0006821",0.0160838508288178,0.998216304857918,5,7,"chloride transport","BP"
"240","3","GO:0032482",0.0164174342274585,1,3,3,"Rab protein signal transduction","BP"
"241","3","GO:0004714",0.0174569167177137,0.998018200373594,5,7,"transmembrane receptor protein tyrosine kinase activity","MF"
"242","3","GO:0016021",0.0175290034375481,0.986171915747901,173,578,"integral component of membrane","CC"
"243","3","GO:0004089",0.0182075526791447,0.995545878623173,8,15,"carbonate dehydratase activity","MF"
"244","3","GO:0008061",0.0185993266135185,0.995627021046043,8,14,"chitin binding","MF"
"245","3","GO:0006826",0.0186091657198955,1,3,3,"iron ion transport","BP"
"246","3","GO:0007160",0.0188560436148735,0.99703859433419,6,9,"cell-matrix adhesion","BP"
"247","3","GO:0007267",0.0193454999618607,0.998701791348035,4,5,"cell-cell signaling","BP"
"248","3","GO:0016540",0.0193454999618607,0.998701791348035,4,5,"protein autoprocessing","BP"
"249","3","GO:0005247",0.0198930984191472,0.998652294453523,4,5,"voltage-gated chloride channel activity","MF"
"250","3","GO:0046373",0.0206833566825493,1,3,3,"L-arabinose metabolic process","BP"
"251","3","GO:0046556",0.0206833566825493,1,3,3,"alpha-L-arabinofuranosidase activity","MF"
"252","3","GO:0006289",0.0215990700846915,0.996077025148935,6,10,"nucleotide-excision repair","BP"
"253","3","GO:0008236",0.0235300661980562,0.995632329664627,6,10,"serine-type peptidase activity","MF"
"254","3","GO:0004222",0.02598734315058,0.986088200468034,26,68,"metalloendopeptidase activity","MF"
"255","3","GO:0004364",0.0281811747331173,0.995599593593803,5,8,"glutathione transferase activity","MF"
"256","3","GO:0045454",0.0287062432554715,0.995493289444382,5,8,"cell redox homeostasis","BP"
"257","3","GO:0008374",0.028976473448054,0.995438337345905,5,8,"O-acyltransferase activity","MF"
"258","3","GO:0003995",0.0316121351741814,0.994893926879671,5,8,"acyl-CoA dehydrogenase activity","MF"
"259","3","GO:0016747",0.0335847360842957,0.994476739067345,5,8,"transferase activity, transferring acyl groups other than amino-acyl groups","MF"
"260","3","GO:0008131",0.0380213260150092,0.995294112468427,4,6,"primary amine oxidase activity","MF"
"261","3","GO:0009308",0.0380213260150092,0.995294112468427,4,6,"amine metabolic process","BP"
"262","3","GO:0005856",0.0498386702550539,0.978288543562997,13,31,"cytoskeleton","CC"
"263","5","GO:0004222",9.31167365076908e-06,0.999998323199094,13,68,"metalloendopeptidase activity","MF"
"264","5","unknown",2.80453771262842e-05,0.999984935549693,71,517,NA,NA
"265","5","GO:0070588",5.14741055207901e-05,0.999996223093923,6,21,"calcium ion transmembrane transport","BP"
"266","5","GO:0034220",0.000265163633494891,0.999974622312491,6,18,"ion transmembrane transport","BP"
"267","5","GO:0005230",0.000600250963022697,0.999950036430204,5,14,"extracellular ligand-gated ion channel activity","MF"
"268","5","GO:0008146",0.000633069768226205,0.999881677168495,9,29,"sulfotransferase activity","MF"
"269","5","GO:0016020",0.000700313905079425,0.999644551554186,37,399,"membrane","CC"
"270","5","GO:0006811",0.000849192371584739,0.999837449067626,8,52,"ion transport","BP"
"271","5","GO:0016021",0.000956062560199116,0.999444254085849,54,578,"integral component of membrane","CC"
"272","5","GO:0004806",0.00115123485672396,0.999930378780104,4,9,"triglyceride lipase activity","MF"
"273","5","GO:0008376",0.00124839277537584,0.999918721804738,4,10,"acetylgalactosaminyltransferase activity","MF"
"274","5","GO:0032580",0.00124839277537584,0.999918721804738,4,10,"Golgi cisterna membrane","CC"
"275","5","GO:0005261",0.00138495686286141,1,2,2,"cation channel activity","MF"
"276","5","GO:0005509",0.0016997872824775,0.999177787789508,28,320,"calcium ion binding","MF"
"277","5","GO:0006814",0.00199376891386763,0.9998378682021,4,13,"sodium ion transport","BP"
"278","5","GO:0007186",0.00253127738212059,0.998961329462862,19,121,"G protein-coupled receptor signaling pathway","BP"
"279","5","GO:0005272",0.00353862091691486,0.999822062800704,3,7,"sodium channel activity","MF"
"280","5","GO:0004888",0.00354174457466415,0.999394845900201,6,24,"transmembrane signaling receptor activity","MF"
"281","5","GO:0005262",0.0035855103830932,0.999643701104712,4,15,"calcium channel activity","MF"
"282","5","GO:0004601",0.00383833893171022,0.999778524921364,3,9,"peroxidase activity","MF"
"283","5","GO:0005216",0.00420926508321946,0.999203199704931,6,41,"ion channel activity","MF"
"284","5","GO:0004930",0.00602203439548372,0.997446526239727,17,112,"G protein-coupled receptor activity","MF"
"285","5","GO:0045017",0.00834989619628791,0.999556630559881,3,5,"glycerolipid biosynthetic process","BP"
"286","5","GO:0055085",0.0110761854654024,0.99474112598327,18,215,"transmembrane transport","BP"
"287","5","GO:0071805",0.011196879605334,0.998476695225677,4,14,"potassium ion transmembrane transport","BP"
"288","5","GO:0004144",0.0114573549635708,0.999191419397142,3,6,"diacylglycerol O-acyltransferase activity","MF"
"289","5","GO:0006508",0.013396137245928,0.993520071995454,18,204,"proteolysis","BP"
"290","5","GO:0005245",0.0134173046758464,0.999436060509034,2,6,"voltage-gated calcium channel activity","MF"
