"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0005044",0.000205122787776447,0.999964918134907,16,22,"scavenger receptor activity","MF"
"GO:0005509",0.000273245456316581,0.999824281039122,132,320,"calcium ion binding","MF"
"GO:0016829",0.000279292725621017,0.999988264916559,8,9,"lyase activity","MF"
"GO:0004714",0.000308356095789502,1,7,7,"transmembrane receptor protein tyrosine kinase activity","MF"
"GO:0005506",0.000374309390451352,0.999857507966451,32,62,"iron ion binding","MF"
"GO:0004866",0.000453967429778135,1,8,8,"endopeptidase inhibitor activity","MF"
"GO:0008234",0.000615032985747371,0.999857258583606,16,26,"cysteine-type peptidase activity","MF"
"GO:0022857",0.000668579726740349,0.999703093647963,38,82,"transmembrane transporter activity","MF"
"GO:0004623",0.000882099533391356,0.999958505481315,7,8,"phospholipase A2 activity","MF"
"GO:0016705",0.000886924600982415,0.999692083493311,24,46,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"GO:0016491",0.00130263075627973,0.999304484124074,53,125,"oxidoreductase activity","MF"
"GO:0016747",0.00144963699709972,0.999924592176358,7,8,"transferase activity, transferring acyl groups other than amino-acyl groups","MF"
"GO:0003700",0.00145826002211928,0.999289646669511,41,93,"DNA-binding transcription factor activity","MF"
"GO:0004930",0.00150542700898902,0.999215501675562,49,112,"G protein-coupled receptor activity","MF"
"GO:0004553",0.00232831303649127,0.99946291930999,13,21,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0030246",0.00259054270974038,0.999254656686897,16,28,"carbohydrate binding","MF"
"GO:0048038",0.00328772950079766,0.9996866903227,7,9,"quinone binding","MF"
"GO:0003857",0.00374646865969521,1,5,5,"3-hydroxyacyl-CoA dehydrogenase activity","MF"
"GO:0008171",0.00645155842438979,1,4,4,"O-methyltransferase activity","MF"
"GO:0050661",0.00688700819153595,0.998497720567811,10,16,"NADP binding","MF"
"GO:0004559",0.0106324985887783,1,4,4,"alpha-mannosidase activity","MF"
"GO:0004713",0.01073552946209,0.996179302925189,16,30,"protein tyrosine kinase activity","MF"
"GO:0050660",0.0152250249640653,0.993543653578775,19,40,"flavin adenine dinucleotide binding","MF"
"GO:0051287",0.016734816370358,0.995353412877835,10,18,"NAD binding","MF"
"GO:0005164",0.0170268525608338,0.998709249460033,5,6,"tumor necrosis factor receptor binding","MF"
"GO:0008061",0.0172984908671414,0.996002295991516,9,14,"chitin binding","MF"
"GO:0004497",0.0201226351782621,0.996786372972578,6,9,"monooxygenase activity","MF"
"GO:0004222",0.0207702263958855,0.9888936679059,30,68,"metalloendopeptidase activity","MF"
"GO:0042626",0.0210460237453559,0.990514251843297,20,42,"ATPase activity, coupled to transmembrane movement of substances","MF"
"GO:0004190",0.026230422721286,0.993366598407819,8,14,"aspartic-type endopeptidase activity","MF"
"GO:0003774",0.0263895411214518,0.991476793903853,12,20,"motor activity","MF"
"GO:0046556",0.0357748032858644,1,3,3,"alpha-L-arabinofuranosidase activity","MF"
"GO:0005247",0.0361284471036455,0.99698014705112,4,5,"voltage-gated chloride channel activity","MF"
"GO:0004089",0.036641333561941,0.989599760929148,8,15,"carbonate dehydratase activity","MF"
"GO:0030414",0.0378836674465581,0.996311007209082,5,6,"peptidase inhibitor activity","MF"
"GO:0008236",0.0451838016292751,0.990030302347786,6,10,"serine-type peptidase activity","MF"
"GO:0004364",0.0459994924006865,0.991674856133341,5,8,"glutathione transferase activity","MF"
"GO:0008374",0.0477079944195884,0.991267187750594,5,8,"O-acyltransferase activity","MF"
"unknown",1.81594257321691e-07,1,198,517,NA,NA
