Measurement Name :,0723_Run1,,Generated On :,"23/07/2020, 17:32:58",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
23.07.20 17:22:20,25.07,208.57,225.83,211.36,225.19,221.71,208.57,223.93,216.67,219.19,224.56,226.15,226.15,220.76,214.17,219.5,216.67,211.36,226.79,216.04,218.87,226.15,225.51,226.47,215.42,,27,965,34,27.76,
23.07.20 17:22:35,25.32,208.57,226.15,211.05,224.56,221.71,208.88,224.24,216.36,218.24,224.56,225.83,225.51,220.76,213.54,220.13,217.3,211.05,226.15,215.73,217.93,225.51,224.88,225.83,215.73,,27,965,34,27.75,
23.07.20 17:22:50,25.57,207.95,225.51,210.12,224.56,221.39,207.95,223.93,216.36,218.56,224.56,224.88,225.83,220.13,212.61,219.82,216.36,211.05,226.15,215.42,218.56,225.51,223.93,225.83,214.79,,27,965,34,27.75,
23.07.20 17:23:05,25.82,207.33,225.83,209.81,225.19,221.08,207.64,223.93,215.73,218.24,224.88,225.19,225.83,220.45,212.92,219.5,216.04,210.43,225.51,215.42,218.56,225.19,224.56,226.15,214.79,,27,965,34,27.76,
23.07.20 17:23:20,26.07,207.02,225.19,209.81,225.19,221.39,207.33,223.61,215.42,218.87,223.93,224.56,225.83,219.82,211.98,219.82,215.11,210.12,225.51,215.11,217.93,225.19,224.24,225.51,213.85,,27,965,34,27.74,
23.07.20 17:23:35,26.32,206.71,225.83,209.81,225.19,221.08,207.02,223.61,213.85,218.56,223.93,224.56,226.15,220.45,211.67,219.5,214.79,209.19,225.51,215.73,218.56,225.51,223.61,225.83,214.17,,27,965,34,27.72,
23.07.20 17:23:50,26.57,205.78,226.15,208.57,224.56,221.08,207.33,223.93,214.17,218.56,223.93,224.24,226.15,220.45,210.74,220.45,213.85,207.95,225.19,215.42,218.24,225.19,223.61,225.51,214.17,,27,965,34,27.74,
23.07.20 17:24:05,26.82,206.09,225.83,208.26,224.88,221.08,206.4,224.24,214.17,219.19,224.24,223.93,225.83,220.45,210.12,219.5,213.23,207.64,225.51,215.73,217.93,224.88,221.39,225.51,213.54,,27,965,34,27.72,
23.07.20 17:24:21,27.08,205.17,225.51,207.64,223.93,220.76,206.4,223.29,214.48,218.24,223.29,222.97,225.51,219.82,209.19,219.5,212.92,205.78,224.88,215.42,217.93,225.19,221.08,225.19,212.29,,27,965,34,27.71,
23.07.20 17:24:36,27.33,204.86,225.83,207.33,224.24,220.13,206.09,223.93,214.79,218.87,223.93,223.29,226.15,220.45,208.57,219.5,211.67,205.47,225.19,215.42,218.56,225.51,221.39,225.83,212.29,,27,965,34,27.69,
23.07.20 17:24:51,27.58,203.63,225.83,206.09,224.88,221.39,205.47,223.93,214.17,218.24,224.24,222.03,226.15,220.45,208.57,219.5,212.29,205.47,225.19,215.42,218.56,224.56,220.45,224.88,212.29,,27,965,34,27.69,
23.07.20 17:25:06,27.83,203.32,225.19,206.09,224.56,220.45,205.47,223.29,213.54,218.24,223.93,222.03,225.51,220.45,207.95,219.5,211.98,204.86,225.19,215.11,218.24,224.88,219.5,225.19,211.36,,27,965,34,27.68,
23.07.20 17:25:21,28.08,203.32,225.83,205.78,224.56,220.45,206.09,223.93,213.85,217.93,224.24,222.03,225.51,220.45,207.64,219.5,211.05,204.55,224.88,214.79,218.24,224.56,219.82,225.51,210.43,,27,965,34,27.68,
23.07.20 17:25:36,28.33,202.09,225.19,205.78,224.24,220.45,205.17,223.61,213.85,218.56,223.61,221.08,225.83,219.82,207.02,219.19,210.12,202.7,225.19,215.11,217.93,224.24,217.93,225.19,209.81,,27,965,34,27.68,
23.07.20 17:25:51,28.58,201.17,225.83,205.47,224.56,220.45,205.47,223.93,211.67,218.24,223.61,220.76,226.15,220.13,206.71,219.5,209.5,203.32,225.19,214.17,217.93,224.24,218.24,225.51,210.74,,27,965,34,27.66,
23.07.20 17:26:06,28.83,200.86,225.83,204.86,224.56,220.45,204.86,223.93,211.67,218.56,223.61,220.45,226.15,219.82,206.71,219.82,208.88,202.09,224.88,214.79,218.87,224.88,218.56,225.19,210.74,,27,965,34,27.65,
23.07.20 17:26:21,29.08,199.94,225.51,204.55,223.93,221.39,204.55,224.24,210.12,217.93,223.29,220.13,225.19,219.5,206.71,219.5,208.88,202.09,224.56,214.48,217.93,224.24,218.56,225.83,210.74,,27,965,34,27.65,
23.07.20 17:26:36,29.33,199.33,226.15,204.55,224.24,221.08,204.55,223.61,210.12,218.24,223.93,219.5,225.83,220.13,206.71,219.82,207.95,202.4,225.19,214.48,217.3,224.56,219.19,224.88,209.81,,27,965,34,27.65,
23.07.20 17:26:51,29.58,198.42,224.88,203.93,224.24,221.08,204.55,223.61,210.74,217.93,222.97,219.19,225.51,219.82,206.09,218.87,207.33,201.48,224.56,214.48,217.93,224.24,217.93,225.19,208.88,,27,965,34,27.64,
23.07.20 17:27:06,29.83,198.42,225.83,203.63,224.24,221.08,203.32,223.29,209.5,217.93,223.61,219.19,225.83,219.19,205.47,219.5,207.02,201.48,225.51,215.11,217.93,224.24,217.61,225.19,208.88,,27,965,34,27.64,
23.07.20 17:27:21,30.08,197.81,225.51,203.93,224.24,220.76,203.63,224.56,210.74,218.56,224.56,219.5,225.83,220.45,205.78,219.5,207.02,201.48,225.19,214.17,217.93,225.19,217.93,225.51,208.57,,27,965,34,27.63,
23.07.20 17:27:36,30.33,196.59,224.88,202.7,223.93,220.13,203.32,223.61,209.81,217.93,223.61,219.5,225.51,220.13,204.24,218.56,206.71,200.56,224.88,214.17,217.61,224.24,216.99,224.56,207.64,,27,965,34,27.61,
23.07.20 17:27:51,30.58,196.28,224.56,202.09,223.93,220.45,203.32,223.61,208.88,218.24,222.97,218.87,225.19,219.82,203.93,219.5,206.4,200.86,224.56,214.17,216.99,224.24,216.67,224.56,206.09,,27,965,34,27.61,
23.07.20 17:28:06,30.83,195.37,224.56,201.48,223.61,219.82,202.09,223.93,208.57,217.61,223.29,219.5,225.51,220.13,203.32,219.19,205.78,199.33,224.24,213.54,217.3,223.61,215.73,224.56,205.17,,27,965,34,27.61,
23.07.20 17:28:21,31.08,195.37,224.56,202.4,224.24,219.82,202.09,223.93,208.57,218.24,223.29,219.19,225.19,219.82,204.24,218.87,205.78,199.64,224.56,214.17,217.93,223.93,215.42,224.88,205.17,,27,965,34,27.61,
23.07.20 17:28:36,31.33,194.76,224.56,202.09,222.97,220.13,202.09,223.29,207.64,218.24,223.29,219.19,225.19,219.19,203.93,218.87,206.4,198.72,224.56,213.54,217.61,223.61,215.11,224.56,205.17,,27,965,34,27.61,
23.07.20 17:28:51,31.58,195.07,225.51,201.48,223.61,220.76,202.09,223.29,208.88,218.24,223.29,218.87,225.83,219.5,203.01,219.5,205.17,199.03,225.51,213.85,217.61,224.24,214.17,225.51,205.17,,27,965,34,27.6,
23.07.20 17:29:07,31.85,194.16,224.56,200.56,223.93,219.82,201.78,223.29,208.57,217.61,222.97,218.56,224.88,219.5,200.86,219.19,203.93,197.81,224.56,213.23,217.3,223.93,213.85,224.88,203.32,,27,965,34,27.58,
23.07.20 17:29:22,32.1,193.85,224.56,199.94,223.61,220.45,201.17,223.93,208.26,218.24,223.61,218.24,224.88,220.13,202.09,219.19,204.55,196.59,224.88,213.85,217.61,223.93,213.23,225.19,203.93,,27,965,34,27.58,
23.07.20 17:29:37,32.35,193.55,225.19,199.33,224.24,220.13,200.56,223.93,207.95,217.3,222.97,217.93,224.88,219.5,201.78,218.87,203.32,195.67,224.24,213.23,216.99,224.56,212.92,224.24,202.4,,27,965,34,27.58,
23.07.20 17:29:52,32.6,192.64,224.88,198.11,223.61,220.13,200.56,223.93,207.33,217.61,222.66,217.61,225.19,219.82,200.86,218.87,203.63,195.07,224.24,213.85,216.99,224.56,212.61,224.56,203.01,,27,965,34,27.58,
23.07.20 17:30:07,32.85,192.34,224.88,198.42,223.29,220.45,199.94,223.29,207.02,217.93,222.66,217.61,224.88,219.5,200.25,219.19,202.09,194.16,224.56,213.23,217.61,223.61,212.29,224.88,202.09,,27,965,34,27.57,
23.07.20 17:30:22,33.1,191.73,224.88,198.42,224.24,219.82,199.94,224.24,207.33,218.24,223.29,218.24,225.51,219.82,200.25,219.5,202.4,194.16,224.56,213.85,217.61,224.56,211.98,225.19,201.48,,27,965,34,27.57,
23.07.20 17:30:37,33.35,190.83,224.88,197.81,223.29,220.45,199.33,223.29,206.4,217.3,222.97,217.3,225.19,218.87,198.72,219.19,201.17,193.25,224.56,212.92,216.99,223.93,211.67,224.56,201.48,,27,965,34,27.55,
23.07.20 17:30:52,33.6,190.53,225.19,197.2,223.61,221.08,200.25,223.61,207.02,218.24,222.97,217.93,225.19,220.13,199.33,219.5,201.78,192.94,224.88,213.85,217.61,224.56,211.98,224.88,201.78,,27,965,34,27.55,
23.07.20 17:31:07,33.85,189.92,224.56,196.59,223.61,220.76,198.42,223.29,205.78,217.93,222.66,216.67,225.19,219.82,199.03,219.19,200.56,192.64,224.88,212.92,216.99,224.24,211.36,224.88,201.78,,27,965,34,27.55,
23.07.20 17:31:22,34.1,189.02,224.88,196.89,223.93,220.13,197.5,222.97,205.78,217.93,222.34,215.73,224.88,219.19,198.11,218.87,200.56,192.34,224.24,212.92,217.3,224.24,210.74,224.56,200.25,,27,965,34,27.54,
23.07.20 17:31:37,34.35,188.42,225.19,196.28,223.93,220.45,198.11,223.61,205.47,217.61,223.29,215.11,224.24,218.87,197.5,219.82,199.94,191.13,224.56,213.23,216.99,223.93,210.74,224.88,199.94,,27,965,34,27.54,
23.07.20 17:31:53,34.62,187.82,224.88,196.28,223.61,219.82,197.5,223.29,205.17,217.61,222.66,215.11,225.19,219.19,196.28,219.5,199.33,191.13,224.24,212.92,217.3,223.93,210.43,223.93,199.64,,27,965,34,27.54,
23.07.20 17:32:08,34.87,187.82,225.19,195.98,224.24,219.82,197.2,224.56,204.86,218.24,223.61,216.04,225.19,219.82,196.28,219.5,198.72,190.83,224.88,212.92,216.99,224.24,210.74,224.88,200.25,,27,965,34,27.54,
