GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm,pattern,percHits
GO:0015849,4.886052276659168e-5,0.9999806230502418,40,92,organic acid transport,BP,0.01643022328960157,monocarboxylic acid transport,Late,43.47826086956522
GO:0046942,4.886052276659168e-5,0.9999806230502418,40,92,carboxylic acid transport,BP,0.01643022328960157,monocarboxylic acid transport,Late,43.47826086956522
GO:0019725,5.418920002577233e-5,0.9999665374805908,129,391,cellular homeostasis,BP,0.01729553941839523,intracellular chemical homeostasis,Late,32.992327365728904
GO:0018958,6.668288339154604e-5,0.9999806557120936,25,48,phenol-containing compound metabolic process,BP,0.02061450439489713,organic hydroxy compound metabolic process,Late,52.083333333333336
GO:0030003,6.848697473527392e-5,0.9999620732372024,84,236,intracellular monoatomic cation homeostasis,BP,0.02080126163290231,intracellular chemical homeostasis,Late,35.59322033898305
GO:0006739,7.575128610536499e-5,0.9999854298358448,16,27,NADP metabolic process,BP,0.02129063386044967,organic acid metabolic process,Late,59.25925925925925
GO:0009743,8.731837032830897e-5,0.9999621069919624,44,108,response to carbohydrate,BP,0.02356506650359141,cellular response to glucose stimulus,Late,40.74074074074074
GO:0071417,8.884922318278321e-5,0.9999489518194744,92,265,cellular response to organonitrogen compound,BP,0.02356506650359141,cellular response to glucose stimulus,Late,34.71698113207547
GO:0001763,9.41587635165104e-5,0.9999600033018282,42,101,morphogenesis of a branching structure,BP,0.02415624321791959,morphogenesis of a branching epithelium,Late,41.584158415841586
GO:0048863,1.073945275853126e-4,0.999953419415184,43,105,stem cell differentiation,BP,0.02660982038103975,positive regulation of cell differentiation,Late,40.95238095238095
GO:1901701,1.2138351463274706e-4,0.999921362795438,139,432,cellular response to oxygen-containing compound,BP,0.02968536316947091,cellular response to glucose stimulus,Late,32.175925925925924
GO:0098771,1.2978317079733267e-4,0.9999237261942489,94,275,inorganic ion homeostasis,BP,0.03054933611605714,intracellular chemical homeostasis,Late,34.18181818181818
GO:0030335,1.3371438558514384e-4,0.9999297587825978,66,177,positive regulation of cell migration,BP,0.03108611845622029,positive regulation of cell migration,Late,37.28813559322034
GO:0006582,1.363121292477053e-4,0.9999712928201498,17,28,melanin metabolic process,BP,0.03130358177882364,pigment metabolic process,Late,60.71428571428571
GO:0045595,1.5970092826610735e-4,0.9998841210923244,248,833,regulation of cell differentiation,BP,0.03489603885148193,positive regulation of cell differentiation,Late,29.7719087635054
GO:0006880,1.627160945349757e-4,1,6,6,intracellular sequestering of iron ion,BP,0.03489603885148193,intracellular chemical homeostasis,Late,100
GO:0097577,1.627160945349757e-4,1,6,6,sequestering of iron ion,BP,0.03489603885148193,intracellular chemical homeostasis,Late,100
GO:0006873,1.6307426153313204e-4,0.9999061120974448,85,245,intracellular monoatomic ion homeostasis,BP,0.03489603885148193,intracellular chemical homeostasis,Late,34.69387755102041
GO:0055080,1.7108703925959492e-4,0.9998996665013614,90,263,monoatomic cation homeostasis,BP,0.03587440162433986,intracellular chemical homeostasis,Late,34.22053231939163
GO:2000147,1.7575311470506414e-4,0.9999059874987302,67,182,positive regulation of cell motility,BP,0.03636930662649519,positive regulation of cell migration,Late,36.81318681318682
GO:0061687,2.0705103557453955e-4,1,6,6,detoxification of inorganic compound,BP,0.04019565000932117,cellular response to glucose stimulus,Late,100
GO:0043648,2.3980109057789825e-4,0.999913366597023,28,63,dicarboxylic acid metabolic process,BP,0.04396613252581782,organic acid metabolic process,Late,44.44444444444444
GO:0048663,2.621322155105765e-4,0.9999069380438158,27,60,neuron fate commitment,BP,0.04656803537999685,positive regulation of cell differentiation,Late,45
GO:0010876,2.868936607929665e-4,0.999866948567304,44,110,lipid localization,BP,0.04911358660356683,monoatomic ion transport,Late,40
GO:1901700,2.908281533878726e-4,0.9997918753372874,206,686,response to oxygen-containing compound,BP,0.04933860321123449,cellular response to glucose stimulus,Late,30.029154518950435
