"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"51","GO:0015031",0.0247745314001239,1,3,3,"protein transport","BP","transport","P"
"52","GO:0016567",0.0151808191426653,1,3,3,"protein ubiquitination","BP","protein metabolism","P"
"53","GO:0006508",1.68670762024332e-17,1,29,29,"proteolysis","BP","protein metabolism","P"
"54","GO:0015986",0.000112253783054497,1,8,8,"proton motive force-driven ATP synthesis","BP","transport","P"
"55","GO:0006355",1.36576042259926e-12,1,23,23,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"56","GO:0009966",0.0241325912713964,1,3,3,"regulation of signal transduction","BP","signal transduction","P"
"57","GO:0006357",0.00014434309332919,1,8,8,"regulation of transcription by RNA polymerase II","BP","RNA metabolism","P"
"58","GO:0006979",0.000243690119596729,1,7,7,"response to oxidative stress","BP","stress response","P"
"59","GO:0001510",7.09401780763769e-07,1,11,11,"RNA methylation","BP","RNA metabolism","P"
"60","GO:0006465",0.00740310454444367,1,5,5,"signal peptide processing","BP","protein metabolism","P"
"61","GO:0007165",2.42873505398536e-05,1,9,9,"signal transduction","BP","signal transduction","P"
"62","GO:0006814",1.72724518448191e-05,1,8,8,"sodium ion transport","BP","transport","P"
"63","GO:0000245",0.0351882169473344,1,3,3,"spliceosomal complex assembly","BP","RNA metabolism","P"
"64","GO:0000387",0.0179675744752865,1,4,4,"spliceosomal snRNP assembly","BP","RNA metabolism","P"
"65","GO:0006614",0.003702730419877,1,5,5,"SRP-dependent cotranslational protein targeting to membrane","BP","transport","P"
"66","GO:0000723",0.046260655048406,1,2,2,"telomere maintenance","BP","DNA metabolism","P"
"67","GO:0006366",0.0160320072643325,1,4,4,"transcription by RNA polymerase II","BP","RNA metabolism","P"
"68","GO:0006412",8.98113072550108e-13,1,27,27,"translation","BP","protein metabolism","P"
"69","GO:0006413",0.0257405435899045,1,3,3,"translational initiation","BP","protein metabolism","P"
"70","GO:0006099",0.0288104477418892,1,3,3,"tricarboxylic acid cycle","BP","other metabolic processes","P"
"71","GO:0002098",0.00244859066185043,1,5,5,"tRNA wobble uridine modification","BP","RNA metabolism","P"
"72","GO:0006511",6.36016421026475e-09,1,16,16,"ubiquitin-dependent protein catabolic process","BP","protein metabolism","P"
"73","GO:0006228",0.0356507542300829,1,3,3,"UTP biosynthetic process","BP","other metabolic processes","P"
"74","GO:0016192",4.18349051622506e-11,1,19,19,"vesicle-mediated transport","BP","transport","P"
"75","GO:0005885",0.000446663726721799,1,7,7,"Arp2/3 protein complex","CC","cytoskeleton","C"
"76","GO:0030131",0.0451840275527349,1,2,2,"clathrin adaptor complex","CC","other membranes","C"
"77","GO:0030130",0.02947634471648,1,3,3,"clathrin coat of trans-Golgi network vesicle","CC","ER/Golgi","C"
"78","GO:0005737",4.54159851313511e-23,1,43,43,"cytoplasm","CC","other cellular component","C"
"79","GO:0005856",0.0377841882297855,1,3,3,"cytoskeleton","CC","cytoskeleton","C"
"80","GO:0005783",4.13436344469749e-07,1,13,13,"endoplasmic reticulum","CC","ER/Golgi","C"
"81","GO:0005789",0.0356187222732201,1,3,3,"endoplasmic reticulum membrane","CC","ER/Golgi","C"
"82","GO:0005853",0.0471420417672756,1,3,3,"eukaryotic translation elongation factor 1 complex","CC","other cellular component","C"
"83","GO:0005852",0.00288627034636639,1,5,5,"eukaryotic translation initiation factor 3 complex","CC","other cellular component","C"
"84","GO:0000145",0.0246342884074801,1,3,3,"exocyst","CC","other cellular component","C"
"85","GO:0005576",2.88337890981843e-06,1,11,11,"extracellular region","CC","non-structural extracellular","C"
"86","GO:0008290",0.0368678302013744,1,3,3,"F-actin capping protein complex","CC","cytoskeleton","C"
"87","GO:0016021",1.43496241797766e-43,1,76,76,"integral component of membrane","CC","other membranes","C"
"88","GO:0005622",0.0420213994891402,1,2,2,"intracellular anatomical structure","CC","other cellular component","C"
"89","GO:0005764",0.0276388809001258,1,3,3,"lysosome","CC","other cytoplasmic organelle","C"
"90","GO:0016020",1.8804705871007e-45,1,76,76,"membrane","CC","other membranes","C"
"91","GO:0005874",4.41475531953263e-06,1,10,10,"microtubule","CC","cytoskeleton","C"
"92","GO:0005815",0.00219032026156849,1,5,5,"microtubule organizing center","CC","cytoskeleton","C"
"93","GO:0005740",0.0478966736650819,1,3,3,"mitochondrial envelope","CC","mitochondrion","C"
"94","GO:0005743",0.000262075727920776,1,8,8,"mitochondrial inner membrane","CC","mitochondrion","C"
"95","GO:0000276",0.00120223939703817,1,7,7,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC","mitochondrion","C"
"96","GO:0005739",3.97335020313721e-05,1,10,10,"mitochondrion","CC","mitochondrion","C"
"97","GO:0005730",0.00126754291009871,1,6,6,"nucleolus","CC","nucleus","C"
"98","GO:0000786",0.0359082045583012,1,3,3,"nucleosome","CC","other cellular component","C"
"99","GO:0005634",1.38372743235488e-21,1,40,40,"nucleus","CC","nucleus","C"
"100","GO:0008250",0.00619557808336801,1,4,4,"oligosaccharyltransferase complex","CC","ER/Golgi","C"
"101","GO:0005777",0.014697219995694,1,3,3,"peroxisome","CC","other cytoplasmic organelle","C"
"102","GO:0005886",0.0155809937863509,1,3,3,"plasma membrane","CC","plasma membrane","C"
"103","GO:0016272",0.000962936270630604,1,7,7,"prefoldin complex","CC","cytosol","C"
"104","GO:0000502",0.00286918215840759,1,4,4,"proteasome complex","CC","other cellular component","C"
"105","GO:0005839",0.000211798394532266,1,8,8,"proteasome core complex","CC","other cellular component","C"
"106","GO:0045261",0.00236599782223251,1,5,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC","other membranes","C"
"107","GO:0001534",0.0260100745686867,1,3,3,"radial spoke","CC","other cellular component","C"
"108","GO:0005840",1.26949155358707e-38,1,86,86,"ribosome","CC","translational apparatus","C"
"109","GO:0005787",0.0204309769599774,1,4,4,"signal peptidase complex","CC","ER/Golgi","C"
"110","GO:0005681",0.0375186528801214,1,3,3,"spliceosomal complex","CC","nucleus","C"
"111","GO:0005669",0.0142450903108893,1,4,4,"transcription factor TFIID complex","CC","nucleus","C"
"112","GO:0005667",0.0177499586294907,1,3,3,"transcription regulator complex","CC","nucleus","C"
"113","GO:0000151",0.0415629406543252,1,2,2,"ubiquitin ligase complex","CC","other cellular component","C"
"114","GO:0005891",0.00218835113744014,1,4,4,"voltage-gated calcium channel complex","CC","plasma membrane","C"
"115","GO:0008076",6.31030095881466e-05,1,7,7,"voltage-gated potassium channel complex","CC","plasma membrane","C"
"116","GO:0001518",0.00785378234528136,1,3,3,"voltage-gated sodium channel complex","CC","plasma membrane","C"
"117","GO:0004114",0.000627970706068646,1,5,5,"3',5'-cyclic-nucleotide phosphodiesterase activity","MF","other molecular function","F"
"118","GO:0008312",0.0276028965745814,1,3,3,"7S RNA binding","MF","nucleic acid binding activity","F"
"119","GO:0008376",0.00186865695105967,1,5,5,"acetylgalactosaminyltransferase activity","MF","other molecular function","F"
"120","GO:0003779",0.00688746046369685,1,4,4,"actin binding","MF","cytoskeletal activity","F"
"121","GO:0003995",0.0250762483182837,1,3,3,"acyl-CoA dehydrogenase activity","MF","other molecular function","F"
"122","GO:0003997",0.014697219995694,1,3,3,"acyl-CoA oxidase activity","MF","other molecular function","F"
"123","GO:0004017",0.0108261671822304,1,4,4,"adenylate kinase activity","MF","kinase activity","F"
"124","GO:0004190",0.0400506583125033,1,3,3,"aspartic-type endopeptidase activity","MF","other molecular function","F"
"125","GO:0005524",4.91475015616884e-120,1,194,194,"ATP binding","MF","other molecular function","F"
"126","GO:0016887",4.8496245420562e-12,1,18,18,"ATP hydrolysis activity","MF","other molecular function","F"
"127","GO:0004176",0.0108898231050183,1,3,3,"ATP-dependent peptidase activity","MF","other molecular function","F"
"128","GO:0042626",1.0983568237853e-10,1,15,15,"ATPase-coupled transmembrane transporter activity","MF","transporter activity","F"
"129","GO:0004565",0.0162959287822232,1,3,3,"beta-galactosidase activity","MF","other molecular function","F"
"130","GO:0005262",3.27957807072603e-06,1,9,9,"calcium channel activity","MF","transporter activity","F"
"131","GO:0005509",6.46398695990719e-27,1,43,43,"calcium ion binding","MF","other molecular function","F"
"132","GO:0004198",0.0135423908777186,1,3,3,"calcium-dependent cysteine-type endopeptidase activity","MF","other molecular function","F"
"133","GO:0005432",0.0103377107328741,1,3,3,"calcium:sodium antiporter activity","MF","transporter activity","F"
"134","GO:0004089",0.00501222401144869,1,5,5,"carbonate dehydratase activity","MF","other molecular function","F"
"135","GO:0004096",0.00054288980050541,1,5,5,"catalase activity","MF","other molecular function","F"
"136","GO:0003824",2.77746287119916e-11,1,19,19,"catalytic activity","MF","other molecular function","F"
"137","GO:0008324",0.00910187457143754,1,4,4,"cation transmembrane transporter activity","MF","transporter activity","F"
"138","GO:0005507",0.0040387994074882,1,4,4,"copper ion binding","MF","other molecular function","F"
"139","GO:0004843",5.43863324806774e-05,1,8,8,"cysteine-type deubiquitinase activity","MF","other molecular function","F"
"140","GO:0004129",0.0209494530509509,1,4,4,"cytochrome-c oxidase activity","MF","transporter activity","F"
"141","GO:0004144",0.00551981394051527,1,4,4,"diacylglycerol O-acyltransferase activity","MF","other molecular function","F"
"142","GO:0003677",9.07110369780482e-40,1,75,75,"DNA binding","MF","nucleic acid binding activity","F"
"143","GO:0003678",0.012078715763299,1,3,3,"DNA helicase activity","MF","other molecular function","F"
"144","GO:0003918",0.0115690227930918,1,3,3,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","MF","nucleic acid binding activity","F"
"145","GO:0003700",2.34220859671422e-09,1,17,17,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"146","GO:0000981",1.18785420705721e-11,1,23,23,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"147","GO:0009055",4.2714452348399e-06,1,12,12,"electron transfer activity","MF","other molecular function","F"
"148","GO:0030234",0.00286918215840759,1,4,4,"enzyme regulator activity","MF","enzyme regulator activity","F"
"149","GO:0005230",6.48682198679588e-10,1,17,17,"extracellular ligand-gated ion channel activity","MF","transporter activity","F"
"150","GO:0050660",5.96112125028373e-07,1,11,11,"flavin adenine dinucleotide binding","MF","other molecular function","F"
"151","GO:0008417",0.000240130189379608,1,7,7,"fucosyltransferase activity","MF","other molecular function","F"
"152","GO:0004930",3.22581683602548e-40,1,75,75,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"153","GO:0004364",0.0411249299902032,1,3,3,"glutathione transferase activity","MF","other molecular function","F"
"154","GO:0005525",1.43563679074174e-13,1,25,25,"GTP binding","MF","other molecular function","F"
"155","GO:0003924",3.2890962858623e-28,1,54,54,"GTPase activity","MF","other molecular function","F"
"156","GO:0005085",0.00204782921133365,1,4,4,"guanyl-nucleotide exchange factor activity","MF","enzyme regulator activity","F"
"157","GO:0004386",6.62852592138265e-10,1,15,15,"helicase activity","MF","other molecular function","F"
"158","GO:0020037",3.8964027509659e-09,1,14,14,"heme binding","MF","other molecular function","F"
"159","GO:0008201",0.0352915636980504,1,3,3,"heparin binding","MF","other molecular function","F"
"160","GO:0016787",0.000156776922203371,1,7,7,"hydrolase activity","MF","other molecular function","F"
"161","GO:0004553",1.38397315106549e-05,1,8,8,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","other molecular function","F"
"162","GO:0005216",8.53960896093965e-13,1,18,18,"ion channel activity","MF","transporter activity","F"
"163","GO:0004970",0.00224559952460295,1,4,4,"ionotropic glutamate receptor activity","MF","signal transduction activity","F"
"164","GO:0005506",1.59206794306314e-11,1,20,20,"iron ion binding","MF","other molecular function","F"
"165","GO:0031418",1.25227206070199e-06,1,11,11,"L-ascorbic acid binding","MF","other molecular function","F"
"166","GO:0015276",0.0161441294471746,1,3,3,"ligand-gated ion channel activity","MF","transporter activity","F"
"167","GO:0000287",6.69927868488728e-12,1,20,20,"magnesium ion binding","MF","other molecular function","F"
"168","GO:0046872",0.00171805662409182,1,5,5,"metal ion binding","MF","other molecular function","F"
"169","GO:0046873",0.0323436562497955,1,3,3,"metal ion transmembrane transporter activity","MF","transporter activity","F"
"170","GO:0004181",0.0160965418526334,1,3,3,"metallocarboxypeptidase activity","MF","other molecular function","F"
"171","GO:0004222",3.73705122340711e-17,1,28,28,"metalloendopeptidase activity","MF","other molecular function","F"
"172","GO:0008237",0.000250655267955173,1,7,7,"metallopeptidase activity","MF","other molecular function","F"
"173","GO:0003777",3.89004898670712e-10,1,14,14,"microtubule motor activity","MF","cytoskeletal activity","F"
"174","GO:0008569",1.01543131659846e-13,1,18,18,"minus-end-directed microtubule motor activity","MF","cytoskeletal activity","F"
"175","GO:0030151",0.023847629073352,1,3,3,"molybdenum ion binding","MF","other molecular function","F"
"176","GO:0004499",0.0220885071061019,1,3,3,"N,N-dimethylaniline monooxygenase activity","MF","other molecular function","F"
"177","GO:0003950",0.00058657150460903,1,5,5,"NAD+ ADP-ribosyltransferase activity","MF","other molecular function","F"
"178","GO:0008137",0.00704943306453933,1,5,5,"NADH dehydrogenase (ubiquinone) activity","MF","other molecular function","F"
"179","GO:0050661",0.00625549490106317,1,4,4,"NADP binding","MF","other molecular function","F"
"180","GO:0004983",0.0290550605661126,1,3,3,"neuropeptide Y receptor activity","MF","signal transduction activity","F"
"181","GO:0003676",7.45662621635858e-30,1,52,52,"nucleic acid binding","MF","nucleic acid binding activity","F"
"182","GO:0004550",0.0356507542300829,1,3,3,"nucleoside diphosphate kinase activity","MF","kinase activity","F"
"183","GO:0000166",0.0404031150092848,1,3,3,"nucleotide binding","MF","other molecular function","F"
"184","GO:0016491",7.30517427884203e-24,1,44,44,"oxidoreductase activity","MF","other molecular function","F"
"185","GO:0016705",2.80825129481421e-08,1,14,14,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","other molecular function","F"
"186","GO:0016702",2.91271317621257e-06,1,10,10,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF","other molecular function","F"
"187","GO:0016620",0.00148698672995578,1,5,5,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","other molecular function","F"
"188","GO:0003755",7.99988600097492e-08,1,15,15,"peptidyl-prolyl cis-trans isomerase activity","MF","other molecular function","F"
"189","GO:0004601",0.013246875693767,1,3,3,"peroxidase activity","MF","other molecular function","F"
"190","GO:0051920",0.0415877494045235,1,3,3,"peroxiredoxin activity","MF","other molecular function","F"
"191","GO:0004721",0.0392286411474743,1,3,3,"phosphoprotein phosphatase activity","MF","other molecular function","F"
"192","GO:0005267",0.0011849097097145,1,6,6,"potassium channel activity","MF","transporter activity","F"
"193","GO:0004656",0.0108322629918968,1,4,4,"procollagen-proline 4-dioxygenase activity","MF","other molecular function","F"
"194","GO:0005515",9.97391249513554e-99,1,167,167,"protein binding","MF","other molecular function","F"
"195","GO:0046982",0.00777041010392855,1,5,5,"protein heterodimerization activity","MF","other molecular function","F"
"196","GO:0004672",3.51856437778292e-19,1,33,33,"protein kinase activity","MF","kinase activity","F"
"197","GO:0004674",0.00326732769700395,1,4,4,"protein serine/threonine kinase activity","MF","kinase activity","F"
"198","GO:0004713",0.000938045309110172,1,5,5,"protein tyrosine kinase activity","MF","kinase activity","F"
"199","GO:0004725",0.0012109984676825,1,5,5,"protein tyrosine phosphatase activity","MF","other molecular function","F"
"200","GO:0015035",0.0321526474754122,1,3,3,"protein-disulfide reductase activity","MF","other molecular function","F"
"201","GO:0015078",5.89275669552287e-05,1,10,10,"proton transmembrane transporter activity","MF","transporter activity","F"
"202","GO:0046961",0.0377042783934897,1,3,3,"proton-transporting ATPase activity, rotational mechanism","MF","transporter activity","F"
"203","GO:0004743",0.0252707278287175,1,3,3,"pyruvate kinase activity","MF","kinase activity","F"
"204","GO:0004525",0.0268725923777055,1,3,3,"ribonuclease III activity","MF","other molecular function","F"
"205","GO:0003723",1.88612713199918e-22,1,44,44,"RNA binding","MF","nucleic acid binding activity","F"
"206","GO:0005044",0.00045810007541217,1,6,6,"scavenger receptor activity","MF","signal transduction activity","F"
"207","GO:0004252",8.06169406768458e-11,1,18,18,"serine-type endopeptidase activity","MF","other molecular function","F"
"208","GO:0005047",0.0152709573497626,1,3,3,"signal recognition particle binding","MF","other molecular function","F"
"209","GO:0005102",0.00277469886162655,1,5,5,"signaling receptor binding","MF","signal transduction activity","F"
"210","GO:0005484",0.0401495065794834,1,3,3,"SNAP receptor activity","MF","other molecular function","F"
"211","GO:0005272",0.00188904981752228,1,5,5,"sodium channel activity","MF","transporter activity","F"
"212","GO:0005200",2.65619033059115e-07,1,12,12,"structural constituent of cytoskeleton","MF","cytoskeletal activity","F"
"213","GO:0003735",2.69281540791469e-50,1,112,112,"structural constituent of ribosome","MF","other molecular function","F"
"214","GO:0005198",1.38302370628339e-05,1,9,9,"structural molecule activity","MF","other molecular function","F"
"215","GO:0008146",0.000461168048326672,1,7,7,"sulfotransferase activity","MF","other molecular function","F"
"216","GO:0004298",2.73507339735042e-05,1,10,10,"threonine-type endopeptidase activity","MF","other molecular function","F"
"217","GO:0003713",0.016184070136585,1,4,4,"transcription coactivator activity","MF","transcription regulatory activity","F"
"218","GO:0003712",0.000108574611486599,1,9,9,"transcription coregulator activity","MF","transcription regulatory activity","F"
"219","GO:0003746",0.00132271597734582,1,6,6,"translation elongation factor activity","MF","nucleic acid binding activity","F"
"220","GO:0003743",8.15323450049768e-11,1,20,20,"translation initiation factor activity","MF","nucleic acid binding activity","F"
"221","GO:0004888",1.97281535215925e-09,1,16,16,"transmembrane signaling receptor activity","MF","signal transduction activity","F"
"222","GO:0022857",2.76075436093307e-17,1,29,29,"transmembrane transporter activity","MF","transporter activity","F"
"223","GO:0004806",0.00387249290833494,1,5,5,"triglyceride lipase activity","MF","other molecular function","F"
"224","GO:0000049",0.00822002442595446,1,4,4,"tRNA binding","MF","nucleic acid binding activity","F"
"225","GO:0004842",0.00051969583315,1,6,6,"ubiquitin-protein transferase activity","MF","other molecular function","F"
"226","GO:0005245",0.00218835113744014,1,4,4,"voltage-gated calcium channel activity","MF","transporter activity","F"
"227","GO:0005249",3.47041551489219e-08,1,12,12,"voltage-gated potassium channel activity","MF","transporter activity","F"
"228","GO:0005248",0.00785378234528136,1,3,3,"voltage-gated sodium channel activity","MF","transporter activity","F"
"229","GO:0008270",7.33992770854517e-11,1,18,18,"zinc ion binding","MF","other molecular function","F"
"230","NA;NA",0,1,1711,1711,NA,NA,NA,NA
"231","GO:0005515;NA",1.01510192007658e-178,1,315,315,NA,NA,NA,NA
"232","GO:0016021;NA",7.6824187251627e-79,1,148,148,NA,NA,NA,NA
"233","GO:0055114;NA",4.16423523278388e-62,1,116,116,NA,NA,NA,NA
"234","GO:0055085;NA",7.76134604500822e-55,1,90,90,NA,NA,NA,NA
"235","GO:0016020;NA",5.44937649313165e-45,1,83,83,NA,NA,NA,NA
"236","GO:0005509;NA",1.47385014479065e-35,1,70,70,NA,NA,NA,NA
"237","GO:0008270;NA",6.44251438089151e-33,1,59,59,NA,NA,NA,NA
"238","GO:0003676;NA",5.42661479550268e-27,1,51,51,NA,NA,NA,NA
"239","GO:0006412;NA",9.27788663327268e-25,1,54,54,NA,NA,NA,NA
"240","GO:0005525;NA",1.60906533139797e-23,1,45,45,NA,NA,NA,NA
"241","GO:0006508;NA",1.03843903431761e-21,1,37,37,NA,NA,NA,NA
"242","GO:0006468;NA",5.31845037771759e-21,1,36,36,NA,NA,NA,NA
"243","GO:0006355;NA",2.9910731318542e-19,1,37,37,NA,NA,NA,NA
"244","NA;GO:0016021",4.32980431647067e-18,1,35,35,NA,NA,NA,NA
"245","GO:0046872;NA",9.3942456926606e-15,1,25,25,NA,NA,NA,NA
"246","GO:0030286;NA",1.40656646119478e-14,1,21,21,NA,NA,NA,NA
"247","GO:0046983;NA",3.00362664915423e-13,1,24,24,NA,NA,NA,NA
"248","GO:0007165;NA",1.00317480997043e-11,1,18,18,NA,NA,NA,NA
"249","GO:0005524;NA",1.15446595491676e-11,1,19,19,NA,NA,NA,NA
"250","GO:0008017;NA",2.90103383685548e-11,1,16,16,NA,NA,NA,NA
"251","GO:0016787;NA",3.01481734056193e-11,1,21,21,NA,NA,NA,NA
"252","GO:0051082;NA",1.14196190154111e-10,1,19,19,NA,NA,NA,NA
"253","GO:0003824;NA",9.09468598021173e-10,1,18,18,NA,NA,NA,NA
"254","GO:0006412;GO:0003735;GO:0005840;GO:0006412",2.5617145014397e-09,1,20,20,NA,NA,NA,NA
"255","GO:0034220;NA",6.54216798125581e-09,1,15,15,NA,NA,NA,NA
"256","GO:0016887;NA",2.43272602403532e-08,1,13,13,NA,NA,NA,NA
"257","GO:0008168;NA",1.40958356956952e-07,1,13,13,NA,NA,NA,NA
"258","GO:0030170;NA",2.12356505529139e-07,1,12,12,NA,NA,NA,NA
"259","GO:0005975;NA",3.20334800992112e-07,1,11,11,NA,NA,NA,NA
"260","GO:0035556;NA",5.2876655723095e-07,1,11,11,NA,NA,NA,NA
"261","GO:0035091;NA",1.19785482742927e-06,1,11,11,NA,NA,NA,NA
"262","GO:0070588;NA",1.31681701623086e-06,1,9,9,NA,NA,NA,NA
"263","GO:0051015;NA",3.3672006074352e-06,1,9,9,NA,NA,NA,NA
"264","GO:0005737;NA",4.53495284492847e-06,1,11,11,NA,NA,NA,NA
"265","GO:0005634;NA",7.36968227859115e-06,1,10,10,NA,NA,NA,NA
"266","GO:0046982;NA",1.20754800679192e-05,1,10,10,NA,NA,NA,NA
"267","GO:0003723;NA",1.21571993867687e-05,1,10,10,NA,NA,NA,NA
"268","GO:0042981;NA",1.7988661043773e-05,1,9,9,NA,NA,NA,NA
"269","GO:0015935;NA",2.26492995186762e-05,1,10,10,NA,NA,NA,NA
"270","GO:0016192;NA",2.36454393149441e-05,1,9,9,NA,NA,NA,NA
"271","GO:0008484;NA",7.53291609319974e-05,1,7,7,NA,NA,NA,NA
"272","GO:0030246;NA",7.5916410052912e-05,1,7,7,NA,NA,NA,NA
"273","GO:0016592;NA",8.06713771189306e-05,1,9,9,NA,NA,NA,NA
"274","GO:0003779;NA",9.30856325288553e-05,1,9,9,NA,NA,NA,NA
"275","GO:0006396;NA",0.000119931357627364,1,7,7,NA,NA,NA,NA
"276","GO:0006413;NA",0.000158874813835548,1,8,8,NA,NA,NA,NA
"277","GO:0006260;NA",0.00016877963460066,1,8,8,NA,NA,NA,NA
"278","GO:0006414;NA",0.000205205480147198,1,8,8,NA,NA,NA,NA
"279","GO:0008234;NA",0.00023772894919583,1,6,6,NA,NA,NA,NA
"280","GO:0030117;NA",0.000255384841071659,1,7,7,NA,NA,NA,NA
