"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"60","GO:0004144",0.00707333769808741,1,2,2,"diacylglycerol O-acyltransferase activity","MF","other molecular function","F"
"61","GO:0003677",3.50697232832953e-90,1,84,84,"DNA binding","MF","nucleic acid binding activity","F"
"62","GO:0003678",1.96956061380367e-05,1,4,4,"DNA helicase activity","MF","other molecular function","F"
"63","GO:0003700",8.54415121641361e-19,1,17,17,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"64","GO:0000981",5.45475690842379e-24,1,22,22,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"65","GO:0003899",2.71066912505843e-06,1,5,5,"DNA-directed 5'-3' RNA polymerase activity","MF","other molecular function","F"
"66","GO:0003887",0.0074709050870289,1,2,2,"DNA-directed DNA polymerase activity","MF","other molecular function","F"
"67","GO:0009055",0.00868263778710297,1,2,2,"electron transfer activity","MF","other molecular function","F"
"68","GO:0050660",0.00684834285820902,1,2,2,"flavin adenine dinucleotide binding","MF","other molecular function","F"
"69","GO:0008417",5.3782043350282e-05,1,4,4,"fucosyltransferase activity","MF","other molecular function","F"
"70","GO:0004930",1.48474970021459e-12,1,11,11,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"71","GO:0005525",2.17067727269746e-13,1,12,12,"GTP binding","MF","other molecular function","F"
"72","GO:0003924",4.3003981828419e-23,1,21,21,"GTPase activity","MF","other molecular function","F"
"73","GO:0005085",0.00642230752407888,1,2,2,"guanyl-nucleotide exchange factor activity","MF","enzyme regulator activity","F"
"74","GO:0004386",1.75131498973667e-08,1,7,7,"helicase activity","MF","other molecular function","F"
"75","GO:0020037",2.24117557799579e-08,1,7,7,"heme binding","MF","other molecular function","F"
"76","GO:0005216",0.000302068742242869,1,3,3,"ion channel activity","MF","transporter activity","F"
"77","GO:0005506",3.50821897743232e-08,1,7,7,"iron ion binding","MF","other molecular function","F"
"78","GO:0016301",0.00701061310868555,1,2,2,"kinase activity","MF","kinase activity","F"
"79","GO:0000287",0.00762788189874076,1,2,2,"magnesium ion binding","MF","other molecular function","F"
"80","GO:0004707",0.00709955780443018,1,2,2,"MAP kinase activity","MF","signal transduction activity","F"
"81","GO:0046873",0.00600116275908362,1,2,2,"metal ion transmembrane transporter activity","MF","transporter activity","F"
"82","GO:0004222",0.000647482337540348,1,3,3,"metalloendopeptidase activity","MF","other molecular function","F"
"83","GO:0008237",0.000379471719854625,1,3,3,"metallopeptidase activity","MF","other molecular function","F"
"84","GO:0003729",0.00812072746640008,1,2,2,"mRNA binding","MF","nucleic acid binding activity","F"
"85","GO:0004518",0.00822191358144221,1,2,2,"nuclease activity","MF","other molecular function","F"
"86","GO:0003676",3.599428390886e-29,1,26,26,"nucleic acid binding","MF","nucleic acid binding activity","F"
"87","GO:0004587",0.00728175469383843,1,2,2,"ornithine-oxo-acid transaminase activity","MF","other molecular function","F"
"88","GO:0016491",3.12041573365463e-08,1,7,7,"oxidoreductase activity","MF","other molecular function","F"
"89","GO:0016614",0.00684834285820902,1,2,2,"oxidoreductase activity, acting on CH-OH group of donors","MF","other molecular function","F"
"90","GO:0016705",5.14705635920139e-05,1,4,4,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","other molecular function","F"
"91","GO:0004642",0.00436601985533105,1,2,2,"phosphoribosylformylglycinamidine synthase activity","MF","other molecular function","F"
"92","GO:0005267",0.00744654333809934,1,2,2,"potassium channel activity","MF","transporter activity","F"
"93","GO:0008131",0.0061702008232484,1,2,2,"primary amine oxidase activity","MF","other molecular function","F"
"94","GO:0005515",1.34281343336328e-65,1,58,58,"protein binding","MF","other molecular function","F"
"95","GO:0004672",3.37656502360824e-18,1,16,16,"protein kinase activity","MF","kinase activity","F"
"96","GO:0004674",0.000513445580163658,1,3,3,"protein serine/threonine kinase activity","MF","kinase activity","F"
"97","GO:0004713",0.00615251900883566,1,2,2,"protein tyrosine kinase activity","MF","kinase activity","F"
"98","GO:0004725",5.35259959365114e-06,1,5,5,"protein tyrosine phosphatase activity","MF","other molecular function","F"
"99","GO:0016274",0.000528281234679102,1,3,3,"protein-arginine N-methyltransferase activity","MF","other molecular function","F"
"100","GO:0048038",0.0061702008232484,1,2,2,"quinone binding","MF","other molecular function","F"
"101","GO:0003723",1.27628035436506e-12,1,11,11,"RNA binding","MF","nucleic acid binding activity","F"
"102","GO:0004252",0.00611312429340094,1,2,2,"serine-type endopeptidase activity","MF","other molecular function","F"
"103","GO:0005102",0.00709312108723101,1,2,2,"signaling receptor binding","MF","signal transduction activity","F"
"104","GO:0003735",6.18270279324438e-06,1,5,5,"structural constituent of ribosome","MF","other molecular function","F"
"105","GO:0016972",0.00766898849499087,1,2,2,"thiol oxidase activity","MF","other molecular function","F"
"106","GO:0000976",0.00719190484074965,1,2,2,"transcription cis-regulatory region binding","MF",NA,NA
"107","GO:0004888",4.78206849373545e-05,1,4,4,"transmembrane signaling receptor activity","MF","signal transduction activity","F"
"108","GO:0022857",1.35359186515171e-11,1,10,10,"transmembrane transporter activity","MF","transporter activity","F"
"109","GO:0004833",0.0073350381369854,1,2,2,"tryptophan 2,3-dioxygenase activity","MF","other molecular function","F"
"110","GO:0004842",0.000356532648129791,1,3,3,"ubiquitin-protein transferase activity","MF","other molecular function","F"
"111","GO:0008270",2.91492324647125e-08,1,7,7,"zinc ion binding","MF","other molecular function","F"
"112","NA;NA",0,1,471,471,NA,NA,NA,NA
"113","GO:0005515;NA",1.05200631406806e-110,1,100,100,NA,NA,NA,NA
"114","GO:0003676;NA",6.00750938448e-37,1,34,34,NA,NA,NA,NA
"115","GO:0006355;NA",1.01096508585073e-36,1,34,34,NA,NA,NA,NA
"116","GO:0016021;NA",7.18681029419359e-31,1,28,28,NA,NA,NA,NA
"117","GO:0006334;NA",1.06100585970457e-30,1,29,29,NA,NA,NA,NA
"118","GO:0006468;NA",8.63910383614127e-26,1,23,23,NA,NA,NA,NA
"119","GO:0008270;NA",9.78229366324338e-26,1,23,23,NA,NA,NA,NA
"120","GO:0055114;NA",1.39378710633941e-25,1,23,23,NA,NA,NA,NA
"121","GO:0055085;NA",5.5208462155958e-25,1,22,22,NA,NA,NA,NA
"122","GO:0016020;NA",2.48208731006764e-22,1,20,20,NA,NA,NA,NA
"123","GO:0046983;NA",9.46160842387545e-15,1,13,13,NA,NA,NA,NA
"124","GO:0005524;NA",1.11160704162179e-12,1,11,11,NA,NA,NA,NA
"125","GO:0046872;NA",1.33572337039469e-12,1,11,11,NA,NA,NA,NA
"126","GO:0016787;NA",2.22911608383782e-12,1,11,11,NA,NA,NA,NA
"127","GO:0006281;NA",6.07300972564214e-11,1,9,9,NA,NA,NA,NA
"128","GO:0005525;NA",2.4939563938349e-10,1,9,9,NA,NA,NA,NA
"129","GO:0016757;NA",1.97484250199996e-09,1,8,8,NA,NA,NA,NA
"130","GO:0006397;NA",2.12566841874095e-09,1,8,8,NA,NA,NA,NA
"131","GO:0003677;NA",3.50805070173461e-09,1,8,8,NA,NA,NA,NA
"132","GO:0005509;NA",1.77322809582824e-08,1,7,7,NA,NA,NA,NA
"133","NA;GO:0016021",3.42363092386996e-08,1,7,7,NA,NA,NA,NA
"134","GO:0003824;NA",2.91744811378464e-07,1,6,6,NA,NA,NA,NA
"135","GO:0006508;NA",3.09696433634368e-06,1,5,5,NA,NA,NA,NA
"136","GO:0035556;NA",3.16907941323337e-06,1,5,5,NA,NA,NA,NA
"137","GO:0008289;NA",3.47565918366947e-06,1,5,5,NA,NA,NA,NA
"138","GO:0006351;NA",3.78091297932289e-06,1,5,5,NA,NA,NA,NA
"139","GO:0003723;NA",4.88400753505381e-06,1,5,5,NA,NA,NA,NA
"140","GO:0005634;NA",4.05166611563664e-05,1,4,4,NA,NA,NA,NA
"141","GO:0043565;NA",5.01213257893975e-05,1,4,4,NA,NA,NA,NA
"142","GO:0008168;NA",5.28305182999666e-05,1,4,4,NA,NA,NA,NA
"143","GO:0016192;NA",6.87072997597509e-05,1,4,4,NA,NA,NA,NA
"144","GO:0008536;NA",0.000366713091056515,1,3,3,NA,NA,NA,NA
"145","GO:0070122;NA",0.000379471719854625,1,3,3,NA,NA,NA,NA
"146","GO:0006464;NA",0.000405874639730015,1,3,3,NA,NA,NA,NA
"147","GO:0032580;NA",0.000493648543791189,1,3,3,NA,NA,NA,NA
"148","GO:0006629;NA",0.000558286057410699,1,3,3,NA,NA,NA,NA
"149","GO:0007165;NA",0.000570540948933936,1,3,3,NA,NA,NA,NA
"150","GO:0007264;NA",0.000590519208861077,1,3,3,NA,NA,NA,NA
"151","GO:0004842;NA",0.000591798284192127,1,3,3,NA,NA,NA,NA
"152","GO:0005975;NA",0.000602558259487065,1,3,3,NA,NA,NA,NA
"153","GO:0030170;NA",0.000627919164423543,1,3,3,NA,NA,NA,NA
"154","GO:0016788;NA",0.000632857238317272,1,3,3,NA,NA,NA,NA
"155","GO:0008094;NA",0.000649847810978855,1,3,3,NA,NA,NA,NA
"156","GO:0046982;NA",0.000734402227169582,1,3,3,NA,NA,NA,NA
"157","NA;GO:0005634",0.000800023291075336,1,3,3,NA,NA,NA,NA
"158","GO:0020037;NA",0.000804642688912444,1,3,3,NA,NA,NA,NA
"159","GO:0007156;GO:0005509;GO:0005886;GO:0007156;GO:0016021",0.00184950851907466,1,2,2,NA,NA,NA,NA
"160","GO:0016301;NA",0.00416018049303098,1,2,2,NA,NA,NA,NA
"161","GO:0030127;NA",0.0046501807281585,1,2,2,NA,NA,NA,NA
"162","GO:0032549;NA",0.00477704693128516,1,2,2,NA,NA,NA,NA
"163","GO:0015074;GO:0003676;GO:0015074",0.00554891346035214,1,2,2,NA,NA,NA,NA
"164","GO:0019888;NA",0.00568233792409203,1,2,2,NA,NA,NA,NA
"165","GO:0008236;NA",0.00569917841144974,1,2,2,NA,NA,NA,NA
"166","GO:0043531;NA",0.00592969889240312,1,2,2,NA,NA,NA,NA
"167","GO:0030983;NA",0.00603414370125463,1,2,2,NA,NA,NA,NA
"168","GO:0018216;NA",0.00616124747991314,1,2,2,NA,NA,NA,NA
"169","GO:0006396;NA",0.006623914481028,1,2,2,NA,NA,NA,NA
"170","GO:0005525;GO:0003924;GO:0005525",0.00669225022013899,1,2,2,NA,NA,NA,NA
"171","GO:0045892;NA",0.00677987170058319,1,2,2,NA,NA,NA,NA
"172","GO:0045211;NA",0.00699560401191589,1,2,2,NA,NA,NA,NA
"173","GO:0032958;NA",0.00701061310868555,1,2,2,NA,NA,NA,NA
"174","GO:0042981;NA",0.0070226283950217,1,2,2,NA,NA,NA,NA
"175","GO:0045017;NA",0.00707333769808741,1,2,2,NA,NA,NA,NA
"176","NA;GO:0046872",0.0073282961142846,1,2,2,NA,NA,NA,NA
"177","GO:0016020;GO:0005765;GO:0016021",0.0073329891202374,1,2,2,NA,NA,NA,NA
"178","GO:0071805;NA",0.00744654333809934,1,2,2,NA,NA,NA,NA
"179","GO:0008138;NA",0.00747845527298896,1,2,2,NA,NA,NA,NA
"180","GO:0006418;NA",0.00752406797968563,1,2,2,NA,NA,NA,NA
"181","GO:0017110;NA",0.00759071141652692,1,2,2,NA,NA,NA,NA
"182","GO:1990904;NA",0.0075927463417323,1,2,2,NA,NA,NA,NA
"183","GO:0005737;NA",0.0076095716358074,1,2,2,NA,NA,NA,NA
"184","GO:0016409;NA",0.00761805623375063,1,2,2,NA,NA,NA,NA
"185","GO:0016791;NA",0.00774010097027511,1,2,2,NA,NA,NA,NA
"186","NA;GO:0003677;GO:0005634",0.00787337828478011,1,2,2,NA,NA,NA,NA
"187","GO:0005763;NA",0.00799038490705796,1,2,2,NA,NA,NA,NA
"188","GO:0007096;NA",0.00806827727060246,1,2,2,NA,NA,NA,NA
"189","NA;GO:0016020",0.00812510016552537,1,2,2,NA,NA,NA,NA
"190","GO:0016818;NA",0.00822191358144221,1,2,2,NA,NA,NA,NA
"191","GO:0120013;NA",0.00822618629166567,1,2,2,NA,NA,NA,NA
"192","GO:0051087;NA",0.0082593005116361,1,2,2,NA,NA,NA,NA
"193","GO:0006333;NA",0.00848415200596526,1,2,2,NA,NA,NA,NA
"194","GO:0015934;NA",0.0085335537987916,1,2,2,NA,NA,NA,NA
"195","GO:0004869;NA",0.0087371696804812,1,2,2,NA,NA,NA,NA
