"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"26","GO:0006886",0.000458744108521565,1,5,5,"intracellular protein transport","BP","transport","P"
"27","GO:0034220",0.000167723468806023,1,6,6,"ion transmembrane transport","BP","transport","P"
"28","GO:0006811",2.9704972990898e-10,1,14,14,"ion transport","BP","transport","P"
"29","GO:0046373",0.0399995181931874,1,2,2,"L-arabinose metabolic process","BP","other metabolic processes","P"
"30","GO:0016042",0.0141839272273944,1,3,3,"lipid catabolic process","BP","other metabolic processes","P"
"31","GO:0006629",2.4490017849566e-08,1,12,12,"lipid metabolic process","BP","other metabolic processes","P"
"32","GO:0006013",0.00852856914657334,1,3,3,"mannose metabolic process","BP","other metabolic processes","P"
"33","GO:0030001",0.000738762964473654,1,5,5,"metal ion transport","BP","transport","P"
"34","GO:0007018",2.26581758913738e-07,1,9,9,"microtubule-based movement","BP","other biological processes","P"
"35","GO:0007275",1.03149205872495e-09,1,14,14,"multicellular organism development","BP","developmental processes","P"
"36","GO:0006809",0.032582954056013,1,2,2,"nitric oxide biosynthetic process","BP","other metabolic processes","P"
"37","GO:0007219",0.000336617794070435,1,5,5,"Notch signaling pathway","BP","signal transduction","P"
"38","GO:0006289",0.00334372999665181,1,4,4,"nucleotide-excision repair","BP","stress response","P"
"39","GO:0006857",0.00147106729254058,1,4,4,"oligopeptide transport","BP","transport","P"
"40","GO:0006644",4.86062929783478e-05,1,7,7,"phospholipid metabolic process","BP","other metabolic processes","P"
"41","GO:0006813",8.22841487842942e-08,1,11,11,"potassium ion transport","BP","transport","P"
"42","GO:0006457",3.68993895035842e-05,1,7,7,"protein folding","BP","protein metabolism","P"
"43","GO:0006486",1.02790431543697e-05,1,8,8,"protein glycosylation","BP","protein metabolism","P"
"44","GO:0051260",0.000160162916852596,1,6,6,"protein homooligomerization","BP","cell organization and biogenesis","P"
"45","GO:0007205",0.0480041436527665,1,2,2,"protein kinase C-activating G protein-coupled receptor signaling pathway","BP","signal transduction","P"
"46","GO:0006487",0.0425006442448999,1,2,2,"protein N-linked glycosylation","BP","protein metabolism","P"
"47","GO:0006468",3.72354946623165e-13,1,18,18,"protein phosphorylation","BP","protein metabolism","P"
"48","GO:0016567",0.00561272557462471,1,3,3,"protein ubiquitination","BP","protein metabolism","P"
"49","GO:0006508",1.20714164586968e-42,1,65,65,"proteolysis","BP","protein metabolism","P"
"50","GO:0006355",1.75952459394691e-20,1,31,31,"regulation of DNA-templated transcription","BP","RNA metabolism","P"
"51","GO:0006357",0.000449985672064153,1,5,5,"regulation of transcription by RNA polymerase II","BP","RNA metabolism","P"
"52","GO:0006979",0.00211404822192629,1,4,4,"response to oxidative stress","BP","stress response","P"
"53","GO:0006396",0.00822358187920605,1,3,3,"RNA processing","BP","RNA metabolism","P"
"54","GO:0007165",3.33539596958828e-12,1,18,18,"signal transduction","BP","signal transduction","P"
"55","GO:0006814",0.0490039597493204,1,2,2,"sodium ion transport","BP","transport","P"
"56","GO:0008272",0.0474886380831153,1,2,2,"sulfate transport","BP","transport","P"
"57","GO:0006801",0.0466567300464933,1,2,2,"superoxide metabolic process","BP","other metabolic processes","P"
"58","GO:0000723",0.00955376123500087,1,3,3,"telomere maintenance","BP","DNA metabolism","P"
"59","GO:0006099",7.49835624191688e-06,1,8,8,"tricarboxylic acid cycle","BP","other metabolic processes","P"
"60","GO:0006511",2.223114185564e-06,1,8,8,"ubiquitin-dependent protein catabolic process","BP","protein metabolism","P"
"61","GO:0005737",2.83649172979126e-14,1,21,21,"cytoplasm","CC","other cellular component","C"
"62","GO:0005856",0.0100296497337789,1,3,3,"cytoskeleton","CC","cytoskeleton","C"
"63","GO:0005829",0.0136652308657781,1,3,3,"cytosol","CC","cytosol","C"
"64","GO:0000145",0.0129088151539943,1,3,3,"exocyst","CC","other cellular component","C"
"65","GO:0005576",1.78583171488834e-20,1,30,30,"extracellular region","CC","non-structural extracellular","C"
"66","GO:0005794",0.0138614436970279,1,3,3,"Golgi apparatus","CC","ER/Golgi","C"
"67","GO:0016021",1.17395353524444e-41,1,62,62,"integral component of membrane","CC","other membranes","C"
"68","GO:0005887",0.049210911585169,1,2,2,"integral component of plasma membrane","CC","plasma membrane","C"
"69","GO:0005764",0.00310785668216947,1,4,4,"lysosome","CC","other cytoplasmic organelle","C"
"70","GO:0016020",5.11281683555856e-51,1,76,76,"membrane","CC","other membranes","C"
"71","GO:0005874",0.00310460312769752,1,4,4,"microtubule","CC","cytoskeleton","C"
"72","GO:0005750",0.0142109647221422,1,3,3,"mitochondrial respiratory chain complex III","CC","mitochondrion","C"
"73","GO:0005739",0.000170152267563534,1,6,6,"mitochondrion","CC","mitochondrion","C"
"74","GO:0016459",0.0356109357420493,1,2,2,"myosin complex","CC","cytoskeleton","C"
"75","GO:0005634",3.93757835084733e-15,1,23,23,"nucleus","CC","nucleus","C"
"76","GO:0005886",0.001036781629131,1,4,4,"plasma membrane","CC","plasma membrane","C"
"77","GO:0005840",0.00083150549122031,1,5,5,"ribosome","CC","translational apparatus","C"
"78","GO:0005667",0.0480323196307464,1,2,2,"transcription regulator complex","CC","nucleus","C"
"79","GO:0000151",0.0340953356230716,1,2,2,"ubiquitin ligase complex","CC","other cellular component","C"
"80","GO:0008076",0.000160162916852596,1,6,6,"voltage-gated potassium channel complex","CC","plasma membrane","C"
"81","GO:0003857",0.00065225217075333,1,5,5,"3-hydroxyacyl-CoA dehydrogenase activity","MF","other molecular function","F"
"82","GO:0051539",0.0137540254671976,1,3,3,"4 iron, 4 sulfur cluster binding","MF","other molecular function","F"
"83","GO:0003989",0.0273433529044662,1,2,2,"acetyl-CoA carboxylase activity","MF","other molecular function","F"
"84","GO:0022848",0.000167723468806023,1,6,6,"acetylcholine-gated cation-selective channel activity","MF","transporter activity","F"
"85","GO:0008376",0.0118422833422677,1,3,3,"acetylgalactosaminyltransferase activity","MF","other molecular function","F"
"86","GO:0003994",0.0459102604275387,1,2,2,"aconitate hydratase activity","MF","other molecular function","F"
"87","GO:0003779",0.00262823039264435,1,4,4,"actin binding","MF","cytoskeletal activity","F"
"88","GO:0003995",0.000735058699675174,1,5,5,"acyl-CoA dehydrogenase activity","MF","other molecular function","F"
"89","GO:0004560",0.00272314968593981,1,4,4,"alpha-L-fucosidase activity","MF","other molecular function","F"
"90","GO:0004559",0.00209075057475733,1,4,4,"alpha-mannosidase activity","MF","other molecular function","F"
"91","GO:0004190",0.00924588805622121,1,3,3,"aspartic-type endopeptidase activity","MF","other molecular function","F"
"92","GO:0005524",1.07219133829353e-87,1,128,128,"ATP binding","MF","other molecular function","F"
"93","GO:0016887",5.75172551918335e-10,1,13,13,"ATP hydrolysis activity","MF","other molecular function","F"
"94","GO:0005347",0.0139357894810639,1,3,3,"ATP transmembrane transporter activity","MF","transporter activity","F"
"95","GO:0004176",0.0109792524387467,1,3,3,"ATP-dependent peptidase activity","MF","other molecular function","F"
"96","GO:0042626",2.93874186797567e-07,1,9,9,"ATPase-coupled transmembrane transporter activity","MF","transporter activity","F"
"97","GO:0004565",0.00253923801442761,1,4,4,"beta-galactosidase activity","MF","other molecular function","F"
"98","GO:0004563",0.0486962740538807,1,2,2,"beta-N-acetylhexosaminidase activity","MF","other molecular function","F"
"99","GO:0005262",0.00239199104383172,1,4,4,"calcium channel activity","MF","transporter activity","F"
"100","GO:0005509",4.83526469535895e-42,1,60,60,"calcium ion binding","MF","other molecular function","F"
"101","GO:0005516",0.0073225888054894,1,3,3,"calmodulin binding","MF","other molecular function","F"
"102","GO:0004089",6.08680872276879e-07,1,10,10,"carbonate dehydratase activity","MF","other molecular function","F"
"103","GO:0004096",1.64636213423337e-08,1,11,11,"catalase activity","MF","other molecular function","F"
"104","GO:0003824",5.24668833809206e-07,1,10,10,"catalytic activity","MF","other molecular function","F"
"105","GO:0008324",0.0122882076290986,1,3,3,"cation transmembrane transporter activity","MF","transporter activity","F"
"106","GO:0005507",3.6407652800955e-06,1,8,8,"copper ion binding","MF","other molecular function","F"
"107","GO:0004843",7.14793472376366e-05,1,6,6,"cysteine-type deubiquitinase activity","MF","other molecular function","F"
"108","GO:0004197",0.00307891169843618,1,4,4,"cysteine-type endopeptidase activity","MF","other molecular function","F"
"109","GO:0003774",0.00149145688080517,1,4,4,"cytoskeletal motor activity","MF","cytoskeletal activity","F"
"110","GO:0003684",3.35993075296868e-05,1,7,7,"damaged DNA binding","MF","nucleic acid binding activity","F"
"111","GO:0004143",0.0480041436527665,1,2,2,"diacylglycerol kinase activity","MF","kinase activity","F"
"112","GO:0003677",3.73288645930672e-33,1,51,51,"DNA binding","MF","nucleic acid binding activity","F"
"113","GO:0003700",1.91345579264969e-23,1,36,36,"DNA-binding transcription factor activity","MF","transcription regulatory activity","F"
"114","GO:0000981",1.51239959113615e-12,1,19,19,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",NA,NA
"115","GO:0003899",0.0107656569555344,1,3,3,"DNA-directed 5'-3' RNA polymerase activity","MF","other molecular function","F"
"116","GO:0003887",0.00759983753912801,1,3,3,"DNA-directed DNA polymerase activity","MF","other molecular function","F"
"117","GO:0009055",4.65419106471632e-07,1,10,10,"electron transfer activity","MF","other molecular function","F"
"118","GO:0004866",4.70824228811126e-05,1,6,6,"endopeptidase inhibitor activity","MF","enzyme regulator activity","F"
"119","GO:0004300",0.0463006578430318,1,2,2,"enoyl-CoA hydratase activity","MF","other molecular function","F"
"120","GO:0005201",0.0480277447842602,1,2,2,"extracellular matrix structural constituent","MF","extracellular structural activity","F"
"121","GO:0050660",2.38828713270481e-12,1,18,18,"flavin adenine dinucleotide binding","MF","other molecular function","F"
"122","GO:0010181",0.000299895643973985,1,5,5,"FMN binding","MF","other molecular function","F"
"123","GO:0004930",2.49800973131431e-35,1,54,54,"G protein-coupled receptor activity","MF","signal transduction activity","F"
"124","GO:0004364",4.74493264356942e-05,1,7,7,"glutathione transferase activity","MF","other molecular function","F"
"125","GO:0005525",2.41796172387339e-13,1,20,20,"GTP binding","MF","other molecular function","F"
"126","GO:0005096",0.0289411769492798,1,2,2,"GTPase activator activity","MF","enzyme regulator activity","F"
"127","GO:0003924",1.40374365928243e-24,1,38,38,"GTPase activity","MF","other molecular function","F"
"128","GO:0005085",1.7494730187641e-05,1,7,7,"guanyl-nucleotide exchange factor activity","MF","enzyme regulator activity","F"
"129","GO:0004383",0.044240313779615,1,2,2,"guanylate cyclase activity","MF","other molecular function","F"
"130","GO:0004386",1.60173271019522e-05,1,7,7,"helicase activity","MF","other molecular function","F"
"131","GO:0020037",6.90931058915177e-28,1,41,41,"heme binding","MF","other molecular function","F"
"132","GO:0016787",1.11103351773734e-05,1,8,8,"hydrolase activity","MF","other molecular function","F"
"133","GO:0004553",1.53103340536727e-10,1,15,15,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","other molecular function","F"
"134","GO:0005216",5.25924228041281e-07,1,9,9,"ion channel activity","MF","transporter activity","F"
"135","GO:0005506",7.3231503668686e-28,1,42,42,"iron ion binding","MF","other molecular function","F"
"136","GO:0051536",0.0303112648243124,1,2,2,"iron-sulfur cluster binding","MF","other molecular function","F"
"137","GO:0016853",0.0139924902736922,1,3,3,"isomerase activity","MF","other molecular function","F"
"138","GO:0016301",0.0415898051751727,1,2,2,"kinase activity","MF","kinase activity","F"
"139","GO:0031418",0.000161442613685726,1,6,6,"L-ascorbic acid binding","MF","other molecular function","F"
"140","GO:0005319",0.031684586513937,1,2,2,"lipid transporter activity","MF","transporter activity","F"
"141","GO:0016829",0.00651364177448019,1,3,3,"lyase activity","MF","other molecular function","F"
"142","GO:0000287",0.0006427437488518,1,5,5,"magnesium ion binding","MF","other molecular function","F"
"143","GO:0046872",0.00047390510593669,1,5,5,"metal ion binding","MF","other molecular function","F"
"144","GO:0046873",0.00305025767174483,1,4,4,"metal ion transmembrane transporter activity","MF","transporter activity","F"
"145","GO:0004181",0.000165720256176481,1,6,6,"metallocarboxypeptidase activity","MF","other molecular function","F"
"146","GO:0004222",6.18069293347553e-23,1,34,34,"metalloendopeptidase activity","MF","other molecular function","F"
"147","GO:0008237",3.62850686378802e-06,1,8,8,"metallopeptidase activity","MF","other molecular function","F"
"148","GO:0003777",1.49548482478305e-06,1,8,8,"microtubule motor activity","MF","cytoskeletal activity","F"
"149","GO:0004497",0.0133433783391553,1,3,3,"monooxygenase activity","MF","other molecular function","F"
"150","GO:0004499",0.000161245196681558,1,6,6,"N,N-dimethylaniline monooxygenase activity","MF","other molecular function","F"
"151","GO:0051287",9.7656934859479e-06,1,8,8,"NAD binding","MF","other molecular function","F"
"152","GO:0003950",0.0417800474162478,1,2,2,"NAD+ ADP-ribosyltransferase activity","MF","other molecular function","F"
"153","GO:0003951",0.0480041436527665,1,2,2,"NAD+ kinase activity","MF","kinase activity","F"
"154","GO:0008137",0.0124651590679047,1,3,3,"NADH dehydrogenase (ubiquinone) activity","MF","other molecular function","F"
"155","GO:0050661",2.26641341172579e-08,1,12,12,"NADP binding","MF","other molecular function","F"
"156","GO:0004517",0.032582954056013,1,2,2,"nitric-oxide synthase activity","MF","other molecular function","F"
"157","GO:0003676",1.99489788533614e-30,1,46,46,"nucleic acid binding","MF","nucleic acid binding activity","F"
"158","GO:0000166",0.0436784080666438,1,2,2,"nucleotide binding","MF","other molecular function","F"
"159","GO:0016491",1.32803465577054e-36,1,57,57,"oxidoreductase activity","MF","other molecular function","F"
"160","GO:0016651",0.00328829862964777,1,4,4,"oxidoreductase activity, acting on NAD(P)H","MF","other molecular function","F"
"161","GO:0016705",1.14424660880006e-19,1,30,30,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","other molecular function","F"
"162","GO:0016715",0.0124999417659058,1,3,3,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF","other molecular function","F"
"163","GO:0016702",7.91645336853264e-07,1,9,9,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF","other molecular function","F"
"164","GO:0016620",3.4936270503943e-05,1,7,7,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","other molecular function","F"
"165","GO:0003755",0.000769765623727762,1,5,5,"peptidyl-prolyl cis-trans isomerase activity","MF","other molecular function","F"
"166","GO:0004601",0.00683042391625269,1,3,3,"peroxidase activity","MF","other molecular function","F"
"167","GO:0004623",4.86062929783478e-05,1,7,7,"phospholipase A2 activity","MF","other molecular function","F"
"168","GO:0016849",0.0319310318844882,1,2,2,"phosphorus-oxygen lyase activity","MF","other molecular function","F"
"169","GO:0005267",0.00323517673650176,1,4,4,"potassium channel activity","MF","transporter activity","F"
"170","GO:0008131",0.00206411983132016,1,4,4,"primary amine oxidase activity","MF","other molecular function","F"
"171","GO:0005515",3.1716387940926e-127,1,186,186,"protein binding","MF","other molecular function","F"
"172","GO:0004672",1.79333773268815e-22,1,33,33,"protein kinase activity","MF","kinase activity","F"
"173","GO:0004674",7.42844761787539e-07,1,9,9,"protein serine/threonine kinase activity","MF","kinase activity","F"
"174","GO:0004713",4.94543289333797e-08,1,11,11,"protein tyrosine kinase activity","MF","kinase activity","F"
"175","GO:0004725",0.0016984914274483,1,4,4,"protein tyrosine phosphatase activity","MF","other molecular function","F"
"176","GO:0015035",0.0139955326785754,1,3,3,"protein-disulfide reductase activity","MF","other molecular function","F"
"177","GO:0003810",0.00995422752292719,1,3,3,"protein-glutamine gamma-glutamyltransferase activity","MF","other molecular function","F"
"178","GO:0015078",0.0121694148847035,1,3,3,"proton transmembrane transporter activity","MF","transporter activity","F"
"179","GO:0048038",2.84135109270045e-05,1,7,7,"quinone binding","MF","other molecular function","F"
"180","GO:0003723",5.68796295524694e-06,1,8,8,"RNA binding","MF","nucleic acid binding activity","F"
"181","GO:0005044",1.17061007567787e-09,1,12,12,"scavenger receptor activity","MF","signal transduction activity","F"
"182","GO:0008271",0.0474886380831153,1,2,2,"secondary active sulfate transmembrane transporter activity","MF","transporter activity","F"
"183","GO:0004252",1.91075802731375e-21,1,32,32,"serine-type endopeptidase activity","MF","other molecular function","F"
"184","GO:0004867",0.00814629890926557,1,3,3,"serine-type endopeptidase inhibitor activity","MF","enzyme regulator activity","F"
"185","GO:0005102",4.53346667608106e-05,1,7,7,"signaling receptor binding","MF","signal transduction activity","F"
"186","GO:0005200",0.00228347208096295,1,4,4,"structural constituent of cytoskeleton","MF","cytoskeletal activity","F"
"187","GO:0003735",0.000200616508652996,1,6,6,"structural constituent of ribosome","MF","other molecular function","F"
"188","GO:0008146",4.30236100856285e-05,1,7,7,"sulfotransferase activity","MF","other molecular function","F"
"189","GO:0017025",0.0123206270816859,1,3,3,"TBP-class protein binding","MF","other molecular function","F"
"190","GO:0008483",0.00322509933321926,1,4,4,"transaminase activity","MF","other molecular function","F"
"191","GO:0003712",0.000449985672064153,1,5,5,"transcription coregulator activity","MF","transcription regulatory activity","F"
"192","GO:0003743",0.000692107177330281,1,5,5,"translation initiation factor activity","MF","nucleic acid binding activity","F"
"193","GO:0004714",0.00636246777461644,1,3,3,"transmembrane receptor protein tyrosine kinase activity","MF","signal transduction activity","F"
"194","GO:0004888",1.16845068755176e-07,1,11,11,"transmembrane signaling receptor activity","MF","signal transduction activity","F"
"195","GO:0022857",1.64923726973242e-34,1,52,52,"transmembrane transporter activity","MF","transporter activity","F"
"196","GO:0004806",0.0135297781171689,1,3,3,"triglyceride lipase activity","MF","other molecular function","F"
"197","GO:0005164",0.00332386341565923,1,4,4,"tumor necrosis factor receptor binding","MF","signal transduction activity","F"
"198","GO:0004842",0.000122439367790964,1,6,6,"ubiquitin-protein transferase activity","MF","other molecular function","F"
"199","GO:0005247",0.0453176233095192,1,2,2,"voltage-gated chloride channel activity","MF","transporter activity","F"
"200","GO:0005249",3.50401149061456e-05,1,7,7,"voltage-gated potassium channel activity","MF","transporter activity","F"
"201","GO:0008270",7.00402883219543e-20,1,30,30,"zinc ion binding","MF","other molecular function","F"
"202","NA;NA",0,1,1277,1277,NA,NA,NA,NA
"203","GO:0005515;NA",3.14340625062417e-173,1,260,260,NA,NA,NA,NA
"204","GO:0055114;NA",8.69416124559411e-112,1,172,172,NA,NA,NA,NA
"205","GO:0016021;NA",2.84685057285008e-68,1,105,105,NA,NA,NA,NA
"206","GO:0055085;NA",3.82937997690012e-63,1,95,95,NA,NA,NA,NA
"207","GO:0016020;NA",2.52172127773321e-47,1,71,71,NA,NA,NA,NA
"208","GO:0005509;NA",3.02949124093569e-39,1,59,59,NA,NA,NA,NA
"209","GO:0008270;NA",9.38770583237448e-38,1,57,57,NA,NA,NA,NA
"210","GO:0006508;NA",1.11878037574002e-28,1,43,43,NA,NA,NA,NA
"211","GO:0006468;NA",3.72350453446775e-28,1,42,42,NA,NA,NA,NA
"212","GO:0046872;NA",9.29851733788087e-28,1,41,41,NA,NA,NA,NA
"213","GO:0007165;NA",9.45452721028353e-23,1,34,34,NA,NA,NA,NA
"214","GO:0005525;NA",6.47798342898643e-21,1,32,32,NA,NA,NA,NA
"215","GO:0006355;NA",8.70704498822821e-21,1,32,32,NA,NA,NA,NA
"216","GO:0003824;NA",1.24215107981607e-17,1,27,27,NA,NA,NA,NA
"217","GO:0042981;NA",9.85608608848277e-15,1,22,22,NA,NA,NA,NA
"218","GO:0005524;NA",1.37775613912994e-14,1,21,21,NA,NA,NA,NA
"219","GO:0046983;NA",3.99952643079776e-14,1,21,21,NA,NA,NA,NA
"220","GO:0005975;NA",1.31631028645479e-12,1,18,18,NA,NA,NA,NA
"221","GO:0043565;NA",5.71750364414764e-12,1,18,18,NA,NA,NA,NA
"222","GO:0005576;NA",2.14702200488409e-10,1,15,15,NA,NA,NA,NA
"223","GO:0016787;NA",4.32657935368886e-10,1,15,15,NA,NA,NA,NA
"224","GO:0035556;NA",7.72540182107655e-10,1,13,13,NA,NA,NA,NA
"225","GO:0005201;NA",1.66895020410886e-09,1,14,14,NA,NA,NA,NA
"226","GO:0015074;NA",4.61185804987273e-09,1,13,13,NA,NA,NA,NA
"227","GO:0030246;NA",6.9767312325727e-09,1,12,12,NA,NA,NA,NA
"228","GO:0003676;NA",2.49103659847519e-08,1,12,12,NA,NA,NA,NA
"229","NA;GO:0016021",3.4643285507945e-08,1,12,12,NA,NA,NA,NA
"230","GO:0035091;NA",1.03360238831101e-07,1,11,11,NA,NA,NA,NA
"231","GO:0030170;NA",1.04153101389335e-07,1,11,11,NA,NA,NA,NA
"232","GO:0008061;NA",2.84976894322279e-07,1,10,10,NA,NA,NA,NA
"233","GO:0042626;NA",3.28832246812515e-07,1,10,10,NA,NA,NA,NA
"234","GO:0008017;NA",3.73174067805251e-07,1,9,9,NA,NA,NA,NA
"235","GO:0055114",3.79208283907854e-07,1,10,10,NA,NA,"other metabolic processes","P"
"236","GO:0008146;NA",4.83688834046059e-07,1,10,10,NA,NA,NA,NA
"237","GO:0008234;NA",5.94438547513641e-07,1,10,10,NA,NA,NA,NA
"238","GO:0008289;NA",7.73504501318701e-06,1,8,8,NA,NA,NA,NA
"239","GO:0005615;NA",1.17700909289157e-05,1,7,7,NA,NA,NA,NA
"240","GO:0016746;NA",3.68338445447833e-05,1,7,7,NA,NA,NA,NA
"241","GO:0051082;NA",3.68993895035842e-05,1,7,7,NA,NA,NA,NA
"242","GO:0008236;NA",3.71779279444475e-05,1,7,7,NA,NA,NA,NA
"243","GO:0016747;NA",4.01451299782211e-05,1,7,7,NA,NA,NA,NA
"244","GO:0016055;NA",4.53346667608106e-05,1,7,7,NA,NA,NA,NA
"245","GO:0016579;NA",7.14793472376366e-05,1,6,6,NA,NA,NA,NA
"246","GO:0030414;NA",0.000103667546055268,1,6,6,NA,NA,NA,NA
"247","GO:0007264;NA",0.000111149800278827,1,6,6,NA,NA,NA,NA
"248","GO:0045211;NA",0.000167723468806023,1,6,6,NA,NA,NA,NA
"249","GO:0016491;NA",0.000189222883153668,1,6,6,NA,NA,NA,NA
"250","GO:0050482;NA",0.000200904615944582,1,6,6,NA,NA,NA,NA
"251","GO:0051015;NA",0.000355007984024872,1,5,5,NA,NA,NA,NA
"252","GO:0070588;NA",0.000464298495318646,1,5,5,NA,NA,NA,NA
"253","GO:0071949;NA",0.000551555081222524,1,5,5,NA,NA,NA,NA
"254","GO:0008374;NA",0.000660951172772719,1,5,5,NA,NA,NA,NA
"255","GO:0008168;NA",0.000778962916767876,1,5,5,NA,NA,NA,NA
"256","GO:0008218;GO:0008218",0.000823490927461647,1,5,5,NA,NA,NA,NA
"257","GO:0006412;NA",0.00083150549122031,1,5,5,NA,NA,NA,NA
"258","GO:0007156;NA",0.001036781629131,1,4,4,NA,NA,NA,NA
"259","GO:0016887;NA",0.00111142101052039,1,4,4,NA,NA,NA,NA
"260","GO:0006470;NA",0.0016984914274483,1,4,4,NA,NA,NA,NA
"261","GO:0071705;NA",0.00218038322384516,1,4,4,NA,NA,NA,NA
"262","GO:1902600;NA",0.00220563450276727,1,4,4,NA,NA,NA,NA
"263","GO:0007160;NA",0.00221231208740072,1,4,4,NA,NA,NA,NA
"264","GO:0006629;NA",0.0025465183029595,1,4,4,NA,NA,NA,NA
"265","GO:0008171;NA",0.00262454149372277,1,4,4,NA,NA,NA,NA
"266","GO:0006004;NA",0.00272314968593981,1,4,4,NA,NA,NA,NA
"267","GO:0006413;NA",0.00290867111493044,1,4,4,NA,NA,NA,NA
"268","GO:0008484;NA",0.00294168944142546,1,4,4,NA,NA,NA,NA
"269","GO:0051087;NA",0.003114270221314,1,4,4,NA,NA,NA,NA
"270","GO:0008080;NA",0.0031162708836975,1,4,4,NA,NA,NA,NA
"271","GO:0008194;NA",0.00320333704581783,1,4,4,NA,NA,NA,NA
"272","GO:0071805;NA",0.00323517673650176,1,4,4,NA,NA,NA,NA
"273","GO:0016788;NA",0.00325707646311681,1,4,4,NA,NA,NA,NA
"274","GO:0055114;GO:0016491",0.00329925441532851,1,4,4,NA,NA,NA,NA
"275","GO:0070403;NA",0.0033363912650851,1,4,4,NA,NA,NA,NA
"276","GO:0005634;NA",0.00335095511564735,1,4,4,NA,NA,NA,NA
"277","GO:0007169;NA",0.00756898045427633,1,3,3,NA,NA,NA,NA
"278","GO:0016592;NA",0.0087970660522086,1,3,3,NA,NA,NA,NA
"279","GO:0005509;GO:0005509",0.0106587909529689,1,3,3,NA,NA,NA,NA
"280","GO:0051537;NA",0.0109318225616957,1,3,3,NA,NA,NA,NA
"281","GO:0016192;NA",0.0110061665932196,1,3,3,NA,NA,NA,NA
"282","GO:0003677;NA",0.0112639546183628,1,3,3,NA,NA,NA,NA
"283","GO:0042981;GO:0042981",0.0112693411823011,1,3,3,NA,NA,NA,NA
"284","GO:0019901;NA",0.0117703064669301,1,3,3,NA,NA,NA,NA
"285","GO:0032580;NA",0.0118422833422677,1,3,3,NA,NA,NA,NA
"286","GO:0070897;NA",0.0123206270816859,1,3,3,NA,NA,NA,NA
"287","GO:0016757;NA",0.0128779343310352,1,3,3,NA,NA,NA,NA
"288","GO:0006887;NA",0.0129088151539943,1,3,3,NA,NA,NA,NA
"289","GO:0004620;NA",0.0132216719551861,1,3,3,NA,NA,NA,NA
